Data Table for Total Cases - California
Date generated: Mon Sep 27 2021 02:39:20 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
California,Jun 25 2020,249888
California,Jun 24 2020,240194
California,Jun 23 2020,230800
California,Jun 22 2020,226461
California,Jun 21 2020,221104
California,Jun 20 2020,214191
California,Jun 19 2020,207434
California,Jun 18 2020,200691
California,Jun 17 2020,194227
California,Jun 16 2020,187805
California,Jun 15 2020,184802
California,Jun 14 2020,181156
California,Jun 13 2020,176671
California,Jun 12 2020,172598
California,Jun 11 2020,168343
California,Jun 10 2020,164335
California,Jun  9 2020,160133
California,Jun  8 2020,158113
California,Jun  7 2020,155418
California,Jun  6 2020,151713
California,Jun  5 2020,148117
California,Jun  4 2020,144705
California,Jun  3 2020,140803
California,Jun  2 2020,137143
California,Jun  1 2020,135549
California,May 31 2020,133322
California,May 30 2020,129528
California,May 29 2020,126347
California,May 28 2020,122818
California,May 27 2020,119217
California,May 26 2020,116980
California,May 25 2020,115580
California,May 24 2020,113834
California,May 23 2020,111311
California,May 22 2020,108874
California,May 21 2020,106173
California,May 20 2020,103759
California,May 19 2020,100985
California,May 18 2020,99657
California,May 17 2020,97945
California,May 16 2020,95440
California,May 15 2020,92792
California,May 14 2020,90506
California,May 13 2020,88053
California,May 12 2020,85622
California,May 11 2020,84295
California,May 10 2020,82725
California,May  9 2020,80473
California,May  8 2020,78326
California,May  7 2020,75998
California,May  6 2020,73399
California,May  5 2020,70984
California,May  4 2020,69839
California,May  3 2020,68454
California,May  2 2020,66233
California,May  1 2020,64316
California,Apr 30 2020,62292
California,Apr 29 2020,60196
California,Apr 28 2020,57961
California,Apr 27 2020,56705
California,Apr 26 2020,55104
California,Apr 25 2020,53096
California,Apr 24 2020,51261
California,Apr 23 2020,49512
California,Apr 22 2020,47845
California,Apr 21 2020,45947
California,Apr 20 2020,44878
California,Apr 19 2020,43680
California,Apr 18 2020,42095
California,Apr 17 2020,40434
California,Apr 16 2020,38773
California,Apr 15 2020,37288
California,Apr 14 2020,35776
California,Apr 13 2020,34800
California,Apr 12 2020,33751
California,Apr 11 2020,32289
California,Apr 10 2020,30894
California,Apr  9 2020,29432
California,Apr  8 2020,28016
California,Apr  7 2020,26664
California,Apr  6 2020,25522
California,Apr  5 2020,24400
California,Apr  4 2020,22890
California,Apr  3 2020,21518
California,Apr  2 2020,20018
California,Apr  1 2020,18769
California,Mar 31 2020,17400
California,Mar 30 2020,16576
California,Mar 29 2020,15632
California,Mar 28 2020,14639
California,Mar 27 2020,13675
California,Mar 26 2020,12631
California,Mar 25 2020,11793
California,Mar 24 2020,10788
California,Mar 23 2020,10037
California,Mar 22 2020,9352
California,Mar 21 2020,8413
California,Mar 20 2020,7648
California,Mar 19 2020,6894
California,Mar 18 2020,6073
California,Mar 17 2020,5213
California,Mar 16 2020,4613
California,Mar 15 2020,4110
California,Mar 14 2020,3537
California,Mar 13 2020,3035
California,Mar 12 2020,2615
California,Mar 11 2020,2262
California,Mar 10 2020,1935
California,Mar  9 2020,1754
California,Mar  8 2020,1593
California,Mar  7 2020,1437
California,Mar  6 2020,1328
California,Mar  5 2020,1233
California,Mar  4 2020,1148
California,Mar  3 2020,1072
California,Mar  2 2020,971
California,Mar  1 2020,931
California,Feb 29 2020,877
California,Feb 28 2020,852
California,Feb 27 2020,809
California,Feb 26 2020,783
California,Feb 25 2020,743
California,Feb 24 2020,724
California,Feb 23 2020,709
California,Feb 22 2020,687
California,Feb 21 2020,663
California,Feb 20 2020,651
California,Feb 19 2020,639
California,Feb 18 2020,623
California,Feb 17 2020,616
California,Feb 16 2020,604
California,Feb 15 2020,591
California,Feb 14 2020,588
California,Feb 13 2020,583
California,Feb 12 2020,578
California,Feb 11 2020,570
California,Feb 10 2020,561
California,Feb  9 2020,553
California,Feb  8 2020,520
California,Feb  7 2020,513
California,Feb  6 2020,509
California,Feb  5 2020,507
California,Feb  4 2020,503
California,Feb  3 2020,496
California,Feb  2 2020,3
California,Feb  1 2020,3
California,Jan 31 2020,3
California,Jan 30 2020,2
California,Jan 29 2020,2
California,Jan 28 2020,2
California,Jan 27 2020,2
California,Jan 26 2020,2
California,Jan 25 2020,0
California,Jan 24 2020,0
California,Jan 23 2020,0
