Data Table for Total Cases - Florida
Date generated: Mon Sep 27 2021 02:38:29 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Florida,Apr 22 2020,27657
Florida,Apr 21 2020,26960
Florida,Apr 20 2020,26101
Florida,Apr 19 2020,25356
Florida,Apr 18 2020,24645
Florida,Apr 17 2020,23904
Florida,Apr 16 2020,22824
Florida,Apr 15 2020,21626
Florida,Apr 14 2020,20726
Florida,Apr 13 2020,20134
Florida,Apr 12 2020,19212
Florida,Apr 11 2020,18403
Florida,Apr 10 2020,17340
Florida,Apr  9 2020,16251
Florida,Apr  8 2020,15218
Florida,Apr  7 2020,14172
Florida,Apr  6 2020,13167
Florida,Apr  5 2020,12008
Florida,Apr  4 2020,11243
Florida,Apr  3 2020,10094
Florida,Apr  2 2020,8814
Florida,Apr  1 2020,7546
Florida,Mar 31 2020,6515
Florida,Mar 30 2020,5612
Florida,Mar 29 2020,4761
Florida,Mar 28 2020,3885
Florida,Mar 27 2020,3178
Florida,Mar 26 2020,2519
Florida,Mar 25 2020,1984
Florida,Mar 24 2020,1487
Florida,Mar 23 2020,1204
Florida,Mar 22 2020,1028
Florida,Mar 21 2020,731
Florida,Mar 20 2020,528
Florida,Mar 19 2020,386
Florida,Mar 18 2020,310
Florida,Mar 17 2020,211
Florida,Mar 16 2020,149
Florida,Mar 15 2020,122
Florida,Mar 14 2020,91
Florida,Mar 13 2020,51
Florida,Mar 12 2020,31
Florida,Mar 11 2020,26
Florida,Mar 10 2020,20
Florida,Mar  9 2020,18
Florida,Mar  8 2020,13
Florida,Mar  7 2020,12
Florida,Mar  6 2020,8
Florida,Mar  5 2020,8
Florida,Mar  4 2020,7
Florida,Mar  3 2020,3
Florida,Mar  2 2020,2
Florida,Mar  1 2020,0
Florida,Feb 29 2020,0
Florida,Feb 28 2020,0
Florida,Feb 27 2020,0
Florida,Feb 26 2020,0
Florida,Feb 25 2020,0
Florida,Feb 24 2020,0
Florida,Feb 23 2020,0
Florida,Feb 22 2020,0
Florida,Feb 21 2020,0
Florida,Feb 20 2020,0
Florida,Feb 19 2020,0
Florida,Feb 18 2020,0
Florida,Feb 17 2020,0
Florida,Feb 16 2020,0
Florida,Feb 15 2020,0
Florida,Feb 14 2020,0
Florida,Feb 13 2020,0
Florida,Feb 12 2020,0
Florida,Feb 11 2020,0
Florida,Feb 10 2020,0
Florida,Feb  9 2020,0
Florida,Feb  8 2020,0
Florida,Feb  7 2020,0
Florida,Feb  6 2020,0
Florida,Feb  5 2020,0
Florida,Feb  4 2020,0
Florida,Feb  3 2020,0
Florida,Feb  2 2020,0
Florida,Feb  1 2020,0
Florida,Jan 31 2020,0
Florida,Jan 30 2020,0
Florida,Jan 29 2020,0
Florida,Jan 28 2020,0
Florida,Jan 27 2020,0
Florida,Jan 26 2020,0
Florida,Jan 25 2020,0
Florida,Jan 24 2020,0
Florida,Jan 23 2020,0
