Data Table for Total Cases - Oklahoma
Date generated: Mon Sep 27 2021 02:37:09 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Oklahoma,Dec 10 2020,253316
Oklahoma,Dec  9 2020,249713
Oklahoma,Dec  8 2020,246309
Oklahoma,Dec  7 2020,242370
Oklahoma,Dec  6 2020,240363
Oklahoma,Dec  5 2020,238348
Oklahoma,Dec  4 2020,235402
Oklahoma,Dec  3 2020,232165
Oklahoma,Dec  2 2020,228879
Oklahoma,Dec  1 2020,224834
Oklahoma,Nov 30 2020,219932
Oklahoma,Nov 29 2020,217690
Oklahoma,Nov 28 2020,215382
Oklahoma,Nov 27 2020,212752
Oklahoma,Nov 26 2020,211411
Oklahoma,Nov 25 2020,208394
Oklahoma,Nov 24 2020,204882
Oklahoma,Nov 23 2020,200548
Oklahoma,Nov 22 2020,198607
Oklahoma,Nov 21 2020,196432
Oklahoma,Nov 20 2020,192830
Oklahoma,Nov 19 2020,189153
Oklahoma,Nov 18 2020,185716
Oklahoma,Nov 17 2020,182038
Oklahoma,Nov 16 2020,177831
Oklahoma,Nov 15 2020,175799
Oklahoma,Nov 14 2020,173582
Oklahoma,Nov 13 2020,170215
Oklahoma,Nov 12 2020,166150
Oklahoma,Nov 11 2020,162423
Oklahoma,Nov 10 2020,158820
Oklahoma,Nov  9 2020,155069
Oklahoma,Nov  8 2020,152780
Oklahoma,Nov  7 2020,150338
Oklahoma,Nov  6 2020,147235
Oklahoma,Nov  5 2020,144435
Oklahoma,Nov  4 2020,141871
Oklahoma,Nov  3 2020,139606
Oklahoma,Nov  2 2020,137224
Oklahoma,Nov  1 2020,135569
Oklahoma,Oct 31 2020,133945
Oklahoma,Oct 30 2020,132175
Oklahoma,Oct 29 2020,130543
Oklahoma,Oct 28 2020,128965
Oklahoma,Oct 27 2020,127783
Oklahoma,Oct 26 2020,126342
Oklahoma,Oct 25 2020,125377
Oklahoma,Oct 24 2020,124229
Oklahoma,Oct 23 2020,122654
Oklahoma,Oct 22 2020,120998
Oklahoma,Oct 21 2020,119580
Oklahoma,Oct 20 2020,118187
Oklahoma,Oct 19 2020,116701
Oklahoma,Oct 18 2020,115775
Oklahoma,Oct 17 2020,114878
Oklahoma,Oct 16 2020,113629
Oklahoma,Oct 15 2020,112300
Oklahoma,Oct 14 2020,110994
Oklahoma,Oct 13 2020,109718
Oklahoma,Oct 12 2020,108292
Oklahoma,Oct 11 2020,107408
Oklahoma,Oct 10 2020,106429
Oklahoma,Oct  9 2020,105114
Oklahoma,Oct  8 2020,103749
Oklahoma,Oct  7 2020,102358
Oklahoma,Oct  6 2020,101098
Oklahoma,Oct  5 2020,99658
Oklahoma,Oct  4 2020,98813
Oklahoma,Oct  3 2020,97901
Oklahoma,Oct  2 2020,96775
Oklahoma,Oct  1 2020,95603
Oklahoma,Sep 30 2020,94294
Oklahoma,Sep 29 2020,93208
Oklahoma,Sep 28 2020,91937
