,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,mean_train_Accuracy,std_train_Accuracy
39,4.829039971033732,0.028633299534706527,0.6653833389282227,0.012032603036752175,8,800,"{'max_depth': 8, 'n_estimators': 800}",0.8087294740599715,0.8643223574325937,0.8018670961584348,0.8249729758836666,0.027964899771298464,44,0.9440784568122167,0.9424390116763971,0.9483367836292147,0.9449514173726095,0.00248562180106058,0.7275204359673024,0.7844474761255116,0.7339699863574352,0.7486459661500829,0.025452049851295493,45,0.8587994542974079,0.8500340831629175,0.8663940013633266,0.858409179607884,0.0066846075243044275
37,3.0715976556142173,0.064177372954676,0.42927368481953937,0.015273787672409113,8,500,"{'max_depth': 8, 'n_estimators': 500}",0.8072643979057592,0.8642627057981389,0.803127236936292,0.8248847802133966,0.027895576623543052,45,0.9437485087091386,0.9418786488740617,0.9484782705826285,0.9447018093886096,0.002777329450288085,0.7302452316076294,0.781718963165075,0.7353342428376535,0.7490994792034527,0.023158836459930845,44,0.8581173260572987,0.8513974096796183,0.8677573278800272,0.8590906878723148,0.006714278605986716
35,1.8059968948364258,0.031586940447369566,0.2706593672434489,0.02024072927778683,8,300,"{'max_depth': 8, 'n_estimators': 300}",0.8080675868633984,0.863517060367454,0.8019192913385826,0.8245013128564783,0.027702247801039175,46,0.9439871152469578,0.9421262510425354,0.9494072441320147,0.9451735368071693,0.0030885716419473803,0.7247956403269755,0.7776261937244202,0.7339699863574352,0.7454639401362769,0.023048500647875524,50,0.8601637107776262,0.8507157464212679,0.8684389911383776,0.859772816112424,0.0072407619214694165
33,0.6080324649810791,0.017135104778719462,0.10133322079976399,0.005437945262051051,8,100,"{'max_depth': 8, 'n_estimators': 100}",0.806438898143741,0.863147965879265,0.8007896385110951,0.8234588341780338,0.028159059110672516,47,0.9432722276902887,0.9393756329679495,0.9488059245800072,0.9438179284127485,0.003869189573281172,0.7425068119891008,0.7899045020463847,0.73806275579809,0.7568246899445251,0.02346121459455961,40,0.8567530695770805,0.8500340831629175,0.8738922972051807,0.8602264833150596,0.010044967116853334
34,1.175663153330485,0.014611620332995463,0.17899982134501138,0.009415488870790717,8,200,"{'max_depth': 8, 'n_estimators': 200}",0.8059406235126131,0.8630845860176568,0.8009201264614652,0.8233151119972449,0.028195858390377155,48,0.94421826533047,0.9411637674252352,0.9487389044441796,0.9447069790666283,0.0031117847023723463,0.726158038147139,0.7844474761255116,0.732605729877217,0.7477370813832892,0.026091288377015447,47,0.8601637107776262,0.8493524199045671,0.8657123381049762,0.8584094895957232,0.00679311906011256
32,0.45032787322998047,0.0012522324070215537,0.07733321189880371,0.011088236109969826,8,75,"{'max_depth': 8, 'n_estimators': 75}",0.803739290813898,0.8636550047721306,0.799503400143164,0.822299231909731,0.029294034139262348,49,0.9397005860773086,0.9370550607649231,0.9480054062909568,0.9415870177110627,0.0046652248975087305,0.7425068119891008,0.7844474761255116,0.7312414733969986,0.7527319205038704,0.022893002055806497,41,0.8512960436562074,0.8486707566462167,0.8704839809134287,0.856816927071951,0.009723315741062676
31,0.3140718936920166,0.009950235659753124,0.049335320790608726,0.003400333377681218,8,50,"{'max_depth': 8, 'n_estimators': 50}",0.8056022429795335,0.8606015867334765,0.7973037461226437,0.8211691919452179,0.028087975856509222,50,0.9389381636244333,0.9322389193375432,0.9485797316215895,0.939918938194522,0.006707059742967797,0.7397820163487738,0.7708049113233287,0.7271487039563438,0.745911877209482,0.01834207378399055,49,0.8485675306957708,0.8432174505794138,0.8718473074301295,0.8545440962351046,0.012428641050884134
30,0.15493249893188477,0.009889249722915718,0.03467273712158203,0.009433813428026419,8,25,"{'max_depth': 8, 'n_estimators': 25}",0.798626398143741,0.853439662371749,0.798493050584586,0.8168530370333587,0.02587070815461237,51,0.932933853793844,0.9296875,0.949924788514238,0.9375153807693607,0.008874298232261062,0.723433242506812,0.7667121418826739,0.7339699863574352,0.7413717902489737,0.018427439837247993,51,0.844474761255116,0.8391274710293115,0.8732106339468303,0.8522709554104192,0.01496665139782266
29,0.06399758656819661,0.0014138885428504485,0.02667085329691569,0.010342491697226973,8,10,"{'max_depth': 8, 'n_estimators': 10}",0.7908696751546882,0.8362599916487712,0.7869355464089716,0.8046884044041436,0.02238218313906271,52,0.9244288356000954,0.9187902120814966,0.9414755972238771,0.928231548301823,0.009643724822682885,0.7070844686648501,0.7530695770804912,0.7216916780354706,0.7272819079269373,0.019184986346605367,52,0.8308321964529332,0.830947511929107,0.8657123381049762,0.8424973488290055,0.016415543847775056
27,6.385048071543376,0.058459803569118514,0.9093968868255615,0.03914573962730056,5,1200,"{'max_depth': 5, 'n_estimators': 1200}",0.7626725368871966,0.8144461345740872,0.763320955619184,0.780146542360156,0.02425491883095714,53,0.8429978301717967,0.8328136170022638,0.8511371083045396,0.8423161851595333,0.007496046216426464,0.6825613079019074,0.7257844474761255,0.7025920873124147,0.7036459475634825,0.0176615007805994,62,0.7530695770804912,0.7525562372188139,0.7695978186775733,0.7584078776589595,0.007915258027103462
26,5.252110242843628,0.06238411944231481,0.7953480879465739,0.02179492630889701,5,1000,"{'max_depth': 5, 'n_estimators': 1000}",0.7627320323655402,0.8142000715819613,0.7635073669768551,0.7801464903081188,0.024081598564332885,54,0.8422577770818421,0.8325008563684021,0.8510365781007984,0.8419317371836809,0.007570687839582412,0.6839237057220708,0.7271487039563438,0.7066848567530696,0.7059190888104947,0.017654837269043884,57,0.7517053206002728,0.7505112474437627,0.7730061349693251,0.7584075676711203,0.010334249788798974
