,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,mean_train_Accuracy,std_train_Accuracy
22,2.137620766957601,0.011728106186799663,0.3040713469187419,0.004756918636894332,5,400,"{'max_depth': 5, 'n_estimators': 400}",0.7619846204188483,0.8133686769267479,0.7646519327129563,0.7800017433528508,0.023619100050767082,55,0.8409761989978526,0.8315234793875849,0.8512562552126772,0.8412519778660382,0.008058231854401672,0.6825613079019074,0.7271487039563438,0.7066848567530696,0.7054649562037736,0.018223155411754247,58,0.752387448840382,0.7484662576687117,0.7723244717109747,0.7577260594066896,0.010446025285744717
19,0.6005528767903646,0.007426769125733209,0.09455204010009766,0.006906881439687725,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.7633530164207519,0.8129026485325699,0.7636154855643044,0.7799570501725421,0.02329630243891407,56,0.8419315572059174,0.8270024127248898,0.8522708656022876,0.8404016118443649,0.010372374440834645,0.6880108991825613,0.7257844474761255,0.7053206002728513,0.7063719823105127,0.015438896567077883,56,0.752387448840382,0.7430129516019086,0.7627811860940695,0.75272719551212,0.00807392282123888
23,2.7378130753835044,0.04738886938875729,0.3931574026743571,0.008564408787956675,5,500,"{'max_depth': 5, 'n_estimators': 500}",0.7621445145168967,0.8136147399188738,0.7639696671438798,0.77990964052655,0.023844749097900776,57,0.8414440915056073,0.8314583209221971,0.8510775348504707,0.8413266490927583,0.008009941045604643,0.6880108991825613,0.7285129604365621,0.7053206002728513,0.7072814866306582,0.01659293118443078,55,0.7551159618008185,0.7484662576687117,0.7716428084526245,0.7584083426407182,0.009743988069780121
25,4.20501987139384,0.06199320465523633,0.593379020690918,0.015018507373902675,5,800,"{'max_depth': 5, 'n_estimators': 800}",0.7622709424083769,0.8139912908613696,0.7629854151753759,0.7797492161483741,0.02421456005962071,58,0.8420909389167264,0.8321797182175622,0.8507852525914452,0.8416853032419113,0.007601091262003004,0.6839237057220708,0.7257844474761255,0.7066848567530696,0.705464336650422,0.017111354457214237,59,0.7557980900409277,0.7518745739604635,0.7716428084526245,0.7597718241513385,0.00854551327966699
24,3.222343365351359,0.03192051289491764,0.4638705253601074,0.011048777228292188,5,600,"{'max_depth': 5, 'n_estimators': 600}",0.7618693479295573,0.813652022190408,0.7634551717967072,0.7796588473055576,0.024045521598257874,59,0.8408876536029587,0.8318567183962826,0.8514386989157632,0.8413943569716681,0.008002335138121675,0.6866485013623979,0.7257844474761255,0.7025920873124147,0.705008345383646,0.01606827717075357,61,0.7537517053206003,0.7505112474437627,0.7730061349693251,0.7590896959112294,0.009928934110506158
21,1.6549046834309895,0.0394199321047644,0.25565536816914874,0.012937265540601367,5,300,"{'max_depth': 5, 'n_estimators': 300}",0.7620664267015707,0.813528990694345,0.7631233595800525,0.779572925658656,0.024014440673732936,60,0.8413136035552375,0.8319321160490885,0.8518315113785297,0.8416924103276185,0.008128308743621426,0.6798365122615804,0.7257844474761255,0.7012278308321964,0.7022829301899675,0.018772996805892676,64,0.7517053206002728,0.7484662576687117,0.7716428084526245,0.7572714622405363,0.010247750196325317
18,0.46934787432352704,0.007827910029385002,0.06188201904296875,0.0019058925713480914,5,75,"{'max_depth': 5, 'n_estimators': 75}",0.7631968407901,0.8109229599141017,0.7643387616320686,0.7794861874454234,0.022234042865808525,61,0.8413853719279407,0.824978776956988,0.8502397831526272,0.8388679773458518,0.010465262064419854,0.6934604904632152,0.7285129604365621,0.703956343792633,0.7086432648974702,0.014688869593228779,54,0.7551159618008185,0.7464212678936605,0.7668711656441718,0.7561361317795502,0.008379743018761418
20,1.0792068640391033,0.04186664590134134,0.16243108113606772,0.0042791829974443045,5,200,"{'max_depth': 5, 'n_estimators': 200}",0.7609880711565921,0.8138645311381532,0.7633209556191839,0.7793911859713097,0.02439493434743092,62,0.8396778438916728,0.831636110449184,0.8511129065888239,0.8408089536432269,0.007991493557478009,0.6771117166212534,0.7257844474761255,0.7012278308321964,0.7013746649765252,0.01987083042078112,65,0.7489768076398363,0.7532379004771643,0.7695978186775733,0.757270842264858,0.008888381504406429
17,0.2817865212758382,0.0266584951515856,0.049609104792277016,0.006525290121190932,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.7607798369823894,0.8069934084943927,0.7567965581006919,0.7748566011924914,0.022782265256583546,63,0.8370969786447149,0.8246604313118074,0.8461422465149528,0.8359665521571583,0.00880626648617711,0.6866485013623979,0.7394270122783083,0.7012278308321964,0.7091011148243008,0.02225435169789594,53,0.7503410641200545,0.7396046353101567,0.7702794819359237,0.7534083937887116,0.012709391208885633
16,0.14015372594197592,0.011366492490454676,0.027242263158162434,0.0017416771466235775,5,25,"{'max_depth': 5, 'n_estimators': 25}",0.7590321573060447,0.8048571343354808,0.7580604271057026,0.7739832395824093,0.02183474445027713,64,0.8329493259365306,0.8261721077088051,0.8462837334683665,0.8351350557045674,0.00835473652635936,0.6839237057220708,0.7271487039563438,0.6998635743519782,0.7036453280101309,0.017847994539750372,63,0.7442019099590723,0.743694614860259,0.7668711656441718,0.751589230154501,0.01080794464925883
15,0.06598146756490071,0.0029491854900046926,0.016893307367960613,0.0006640839941358519,5,10,"{'max_depth': 5, 'n_estimators': 10}",0.7647437232270348,0.7798854688618468,0.749683100691959,0.7647707642602802,0.012330079999212578,65,0.8311970591744213,0.8107006955200762,0.8434279310139403,0.828441895236146,0.013502127783249326,0.6920980926430518,0.7012278308321964,0.6916780354706685,0.695001319648639,0.004406146702523852,68,0.752387448840382,0.7375596455351057,0.7634628493524199,0.7511366479093026,0.010611860321584303
12,4.783656756083171,0.019816688945825073,0.7282482782999674,0.008108718449342208,3,1000,"{'max_depth': 3, 'n_estimators': 1000}",0.7281205378391241,0.7647190408017179,0.7241074624194703,0.7389823470201041,0.01827218740212159,66,0.7778163027916964,0.7680665807816036,0.778382096687716,0.7747549934203386,0.004735059197284754,0.6607629427792916,0.6862210095497954,0.6589358799454298,0.6686399440915056,0.012454047177155501,71,0.7032742155525239,0.6837082481254261,0.6877982276755283,0.6915935637844927,0.008426553367166996
13,5.893407901128133,0.13231832614922,0.9044367472330729,0.0601429927775043,3,1200,"{'max_depth': 3, 'n_estimators': 1200}",0.7281428486435032,0.7646705738487235,0.723578054163684,0.7387971588853036,0.01838993453971924,67,0.7781238815318539,0.7681391859287501,0.778301114023591,0.7748547271613982,0.004749155951294985,0.6580381471389646,0.6862210095497954,0.660300136425648,0.6681864310381359,0.012785764621984157,72,0.6998635743519782,0.6857532379004772,0.6905248807089298,0.6920472309871283,0.005860236711418653
11,3.78520401318868,0.043616307909232474,0.574262777964274,0.015920426098209546,3,800,"{'max_depth': 3, 'n_estimators': 800}",0.7282841504045693,0.7641821760916249,0.7235184025292293,0.7386615763418077,0.018150369085238986,68,0.7782236116082082,0.7677659210056,0.7778608289646134,0.7746167871928072,0.00484655743443304,0.659400544959128,0.6834924965893588,0.660300136425648,0.6677310593247117,0.011151068549313001,74,0.7005457025920873,0.6837082481254261,0.6871165644171779,0.6904568383782305,0.007268335014769481
10,2.836275577545166,0.013953365164499442,0.4401870568593343,0.033208775016741986,3,600,"{'max_depth': 3, 'n_estimators': 600}",0.727659447881961,0.7634738129324744,0.7244840133619661,0.7385390913921338,0.017679104423366333,69,0.7780884633738965,0.7678627278684619,0.7780535118551173,0.7746682343658252,0.0048122409482767425,0.6539509536784741,0.6875852660300137,0.6589358799454298,0.6668240332179726,0.014820795376285239,78,0.6950886766712142,0.6864349011588275,0.6877982276755283,0.6897739351685234,0.0037990808298941016
8,1.939738432566325,0.02581170323603387,0.31040390332539874,0.0011723198609584963,3,400,"{'max_depth': 3, 'n_estimators': 400}",0.7272057948595906,0.7639249284180386,0.7243796230016702,0.7385034487597665,0.01801269057922928,70,0.7775702397995705,0.7680535490885261,0.7789080185869177,0.7748439358250048,0.00483248914771524,0.6498637602179836,0.6889495225102319,0.6589358799454298,0.6659163875578819,0.01670269076899805,79,0.6909959072305594,0.6864349011588275,0.689161554192229,0.6888641208605386,0.0018738630395867537
9,2.4496673742930093,0.03094258749439611,0.4156680107116699,0.00865050948063669,3,500,"{'max_depth': 3, 'n_estimators': 500}",0.7272913196097096,0.7637981686948223,0.7236824445239799,0.7382573109428373,0.018120109563253214,71,0.7784528975781435,0.7677882610508756,0.7779771833670915,0.7747394473320369,0.004919066241961155,0.6553133514986376,0.6875852660300137,0.6589358799454298,0.6672781658246937,0.014435244303408598,76,0.6937244201909959,0.6884798909338786,0.6884798909338786,0.6902280673529178,0.002472294801225912
7,1.446834643681844,0.08731451910858726,0.22786323229471842,0.0012927899064794188,3,300,"{'max_depth': 3, 'n_estimators': 300}",0.7282767134697763,0.7636043008828443,0.7223551956573611,0.7380787366699938,0.018210471613679658,72,0.7767761274158913,0.7680265548671511,0.7773693479685452,0.7740573434171959,0.0042712828328685185,0.6485013623978202,0.6903137789904502,0.6562073669849932,0.6650075027910879,0.01816867887296144,80,0.6828103683492497,0.6837082481254261,0.689161554192229,0.685226723555635,0.00280638749131646
6,1.3828176657358806,0.3478240861378721,0.14655383427937826,0.0016533653338241176,3,200,"{'max_depth': 3, 'n_estimators': 200}",0.7284440445026179,0.7648085182534001,0.7207930684800763,0.7380152104120313,0.019201482014610888,73,0.7763781391672632,0.767466192064816,0.7762439681877755,0.7733627664732848,0.0041698675261844734,0.6457765667574932,0.684856753069577,0.6562073669849932,0.6622802289373545,0.016522206869667364,82,0.6807639836289222,0.678254942058623,0.6857532379004772,0.6815907211960074,0.0031164864175985394
5,0.9099417527516683,0.12098036138184214,0.1479203701019287,0.04868465262549003,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.7263691396953831,0.7645102600811262,0.7212218146027201,0.7373670714597432,0.01930782665664152,74,0.7766325906704844,0.7665521118789467,0.7781000536161086,0.7737615853885133,0.005132948670959104,0.6525885558583107,0.6889495225102319,0.6589358799454298,0.6668246527713242,0.015857795695691936,77,0.689631650750341,0.6809815950920245,0.6912065439672802,0.687273263269882,0.00449510018474843
4,0.6117493311564127,0.04986343179074631,0.1038975715637207,0.006534335403628843,3,75,"{'max_depth': 3, 'n_estimators': 75}",0.7261125654450262,0.7635893879742305,0.7173630994989263,0.7356883509727276,0.02004975790219444,75,0.7766130174779289,0.7649222194090313,0.7735668860955558,0.7717007076608388,0.004951811542899395,0.6607629427792916,0.6930422919508867,0.660300136425648,0.6713684570519421,0.015326880240289732,70,0.7005457025920873,0.6823449216087253,0.6912065439672802,0.6913657227226976,0.007431290175476929
3,0.4302487373352051,0.039870343543005546,0.06746633847554524,0.011023543102057984,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.7264174797715374,0.7557302851348127,0.7141680088284419,0.7321052579115973,0.017437867187430255,76,0.7755206469219756,0.7629795663052543,0.7698165509948767,0.7694389214073688,0.005126833255060853,0.6580381471389646,0.6916780354706685,0.6534788540245566,0.6677316788780633,0.017034627164904035,73,0.6950886766712142,0.6823449216087253,0.6850715746421268,0.6875017243073555,0.005479053678616182
2,0.2600252628326416,0.013536686651091184,0.0646525224049886,0.030448498153652793,3,25,"{'max_depth': 3, 'n_estimators': 25}",0.72025969776297,0.7503690944881889,0.7220718503937007,0.7309002142149531,0.013786441373307206,77,0.7715258515270819,0.7553290316335042,0.7751399976170619,0.7673316269258826,0.008614415565565997,0.6607629427792916,0.6862210095497954,0.6562073669849932,0.66773043977136,0.013206417524642805,75,0.7046384720327421,0.6809815950920245,0.6905248807089298,0.6920483159445654,0.009717770589147367
28,0.011992931365966797,0.0021552393648293054,0.011000712712605795,0.0008149806490686419,8,1,"{'max_depth': 8, 'n_estimators': 1}",0.7204344657306045,0.7430170305416368,0.7076286984013362,0.7236933982245258,0.014629855175132113,78,0.82469503101885,0.831395024127249,0.8384042133325391,0.8314980894928793,0.005597224715856125,0.6730245231607629,0.6957708049113234,0.654843110504775,0.674546146192287,0.016743268196432508,69,0.7489768076398363,0.7600545330606681,0.7648261758691206,0.7579525055232083,0.006639001337703375
42,0.017482280731201172,0.003796241161321219,0.012785991032918295,0.004225663732436252,15,1,"{'max_depth': 15, 'n_estimators': 1}",0.7282841504045692,0.7330850334049153,0.6896027201145312,0.7169906346413386,0.01946510580485899,79,0.9030017820925793,0.8733635916835458,0.8942236089598475,0.8901963275786575,0.01243033464749282,0.7016348773841962,0.7257844474761255,0.6889495225102319,0.7054562824568512,0.015278640359616158,60,0.8574351978171897,0.8507157464212679,0.8875255623721882,0.8652255022035485,0.016005358881933843
1,0.08731929461161296,0.005412999967622673,0.050034284591674805,0.021691874226242098,3,10,"{'max_depth': 3, 'n_estimators': 10}",0.699358192527368,0.7382113457408733,0.7120466475781436,0.7165387286154616,0.016176649275883317,80,0.7614242200548795,0.7460095094126057,0.7641887212558085,0.7572074835744314,0.007998190867071918,0.6430517711171662,0.684856753069577,0.6589358799454298,0.6622814680440577,0.017229990303820265,81,0.7046384720327421,0.676209952283572,0.6884798909338786,0.6897761050833976,0.011642030525164678
14,0.01916019121805827,0.006625291853924171,0.009651978810628256,0.0009356439442169731,5,1,"{'max_depth': 5, 'n_estimators': 1}",0.6948700023798191,0.7058876163206872,0.7296215103793844,0.7101263763599636,0.01450039406507945,81,0.750973999343832,0.7575872378768022,0.8015952653997379,0.7700521675401241,0.022467146353574052,0.6212534059945504,0.6384720327421555,0.6821282401091405,0.6472845596152821,0.0256213690700673,83,0.6712141882673943,0.6646216768916156,0.7225630538513974,0.6861329730034691,0.025900172386812255
70,0.01332418123881022,0.0012453388239669315,0.01167003313700358,0.002626164738551148,30,1,"{'max_depth': 30, 'n_estimators': 1}",0.7033927296525463,0.7013690050107373,0.6910716416129802,0.6986111254254213,0.005394857271822983,82,0.8994348007635409,0.8791775884665793,0.8890658510067914,0.8892260800789705,0.008270748355004761,0.7029972752043597,0.7025920873124147,0.6903137789904502,0.6986343805024081,0.005885878662671825,66,0.8997271487039563,0.8793456032719836,0.8888888888888888,0.8893205469549429,0.008326327524320422
56,0.012754599253336588,0.0006129836823136906,0.013988812764485678,0.007046393697178126,25,1,"{'max_depth': 25, 'n_estimators': 1}",0.7033927296525463,0.7013690050107373,0.6910716416129802,0.6986111254254213,0.005394857271822983,82,0.8994348007635409,0.8791775884665793,0.8890658510067914,0.8892260800789705,0.008270748355004761,0.7029972752043597,0.7025920873124147,0.6903137789904502,0.6986343805024081,0.005885878662671825,66,0.8997271487039563,0.8793456032719836,0.8888888888888888,0.8893205469549429,0.008326327524320422
0,0.0566558837890625,0.02206324141561509,0.020985921223958332,0.004297486664712286,3,1,"{'max_depth': 3, 'n_estimators': 1}",0.6301612327463113,0.7070060844667143,0.6856247017418278,0.6742640063182845,0.03238396577899388,84,0.6432645848246242,0.6986346508995591,0.7368109957702847,0.6929034104981561,0.03840458382022997,0.6062670299727521,0.6753069577080492,0.635743519781719,0.63910583582084,0.02828552966075245,84,0.6050477489768077,0.6714383094751193,0.6796182685753238,0.6520347756757503,0.033392249013063015
