,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,mean_train_Accuracy,std_train_Accuracy
18,0.6221005121866862,0.00697746768453582,0.07819358507792155,0.0014021837687956055,5,75,"{'max_depth': 5, 'n_estimators': 75}",0.7610987146624376,0.7466359815815726,0.7414237584434695,0.7497194848958265,0.008322938986974058,63,0.7781168919180576,0.7866849783539905,0.7891736758891277,0.7846585153870587,0.004735893584318825,0.6879500720115218,0.6788286125780125,0.6601056168987038,0.6756281004960795,0.011590538622007856,58,0.6953912626020163,0.7037926068170908,0.7030724915986558,0.7007521203392543,0.0038020817316424234
16,0.2059959570566813,0.013638207192302099,0.03233559926350912,0.00188458244308095,5,25,"{'max_depth': 5, 'n_estimators': 25}",0.7578452615855571,0.7510229898410976,0.7384474527138044,0.7491052347134864,0.008034388000064523,64,0.7770329329888638,0.787092519431388,0.7856139152226966,0.7832464558809829,0.004434897041244246,0.6793086893903024,0.6745079212674028,0.6586653864618339,0.6708273323731797,0.008820300066903911,65,0.6908305328852616,0.7021123379740759,0.7016322611617859,0.6981917106737079,0.005208827267966026
15,0.09332950909932454,0.012685538925762222,0.022669076919555664,0.00518709693993275,5,10,"{'max_depth': 5, 'n_estimators': 10}",0.7556171279989672,0.7486031278870995,0.7304442514332922,0.744888169106453,0.01060720251225882,65,0.7732768222496371,0.7797430647135122,0.7821643381733446,0.7783947417121646,0.003751485573343869,0.6802688430148823,0.6845895343254921,0.6495439270283245,0.6714674347895663,0.015602291237044132,64,0.7011521843494959,0.701392222755641,0.6961113778204513,0.6995519283085295,0.0024348094182593863
6,1.2442816893259685,0.022995073650831217,0.2382055918375651,0.029766152839171306,3,200,"{'max_depth': 3, 'n_estimators': 200}",0.7429122024083943,0.7178733244449854,0.7202175801196055,0.7270010356576617,0.011291524969173712,66,0.7347583042433563,0.743977301252843,0.7445116226427795,0.7410824093796595,0.004477134810582854,0.6735477676428229,0.6533845415266443,0.6533845415266443,0.6601056168987038,0.009505035944898389,68,0.6622659625540086,0.6735477676428229,0.6766682669227077,0.6708273323731797,0.006186391992343667
7,2.513658126195272,0.06141147695118198,0.3963351249694824,0.01650005775638571,3,300,"{'max_depth': 3, 'n_estimators': 300}",0.7426249838641268,0.7176142346339457,0.7202226512724906,0.7268206232568545,0.011225991270071659,67,0.7350530073780664,0.7447708307545066,0.7449093670596626,0.7415777350640785,0.004614025835025278,0.670667306769083,0.6553048487758041,0.6529044647143543,0.6596255400864138,0.0078689651804412,71,0.6605856937109937,0.6730676908305329,0.6773883821411426,0.6703472555608897,0.007124285258298003
4,0.7117838064829508,0.17687453540356193,0.09189407030741374,0.029799086559316387,3,75,"{'max_depth': 3, 'n_estimators': 75}",0.7416508381433604,0.7167991620611378,0.7209819411635622,0.7264773137893535,0.010864338950473118,68,0.732437675531042,0.7417433168910793,0.7445383617632422,0.7395731180617879,0.005172940752385327,0.672587614018243,0.6543446951512242,0.6519443110897744,0.6596255400864138,0.009217808176613673,71,0.6593855016802689,0.6689870379260682,0.6761881901104176,0.6681869099055849,0.0068829614874720705
5,0.7873924573262533,0.1383181328839099,0.09801626205444336,0.003146099738692183,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.7418970254670183,0.7173505346839196,0.7198639824593431,0.726370514203427,0.011026748355514588,69,0.732349391369451,0.7420244234204267,0.7434686816899032,0.739280832159927,0.004936606395838044,0.6682669227076332,0.6529044647143543,0.6524243879020644,0.6578652584413506,0.007357698148550261,78,0.6596255400864138,0.6697071531445031,0.6759481517042727,0.6684269483117299,0.006724884426132405
10,4.860700845718384,0.39106605415986656,0.7340827782948812,0.1733587185119123,3,600,"{'max_depth': 3, 'n_estimators': 600}",0.7412654212845999,0.7170149165657047,0.720478052972341,0.7262527969408819,0.010709263768872856,70,0.7342280230064375,0.7442097702441074,0.7446197316729262,0.7410191749744902,0.004804985319656431,0.671147383581373,0.6543446951512242,0.6538646183389343,0.6597855656905105,0.00803640872426931,70,0.6593855016802689,0.6735477676428229,0.6776284205472876,0.6701872299567931,0.007817541487005412
8,3.013892571131388,0.3465270151697976,0.3856707413991292,0.01621842975122551,3,400,"{'max_depth': 3, 'n_estimators': 400}",0.7417836133291533,0.7168388092564215,0.7199156160159916,0.7261793462005222,0.011105150439479076,71,0.7344495401847374,0.7440692746068485,0.7450187438929347,0.7411791862281736,0.004774339387723824,0.671627460393663,0.6543446951512242,0.6519443110897744,0.6593054888782205,0.008767884481870832,75,0.6601056168987038,0.6737878060489678,0.6773883821411426,0.6704272683629382,0.007445061171037344
11,6.705971320470174,0.060583248878141614,0.867530345916748,0.0628194575922898,3,800,"{'max_depth': 3, 'n_estimators': 800}",0.7415849115754144,0.7171149565817111,0.7198377046671203,0.7261791909414153,0.010950053591155617,72,0.7341093119275359,0.744101545959131,0.7446169655570163,0.740942607814561,0.004836449376019371,0.671147383581373,0.6538646183389343,0.6538646183389343,0.6596255400864138,0.008147173667055746,71,0.6610657705232837,0.6733077292366779,0.6785885741718675,0.6709873579772764,0.007339402973575678
9,3.8889848391215005,0.5029376606498679,0.6319723924001058,0.12007967085587451,3,500,"{'max_depth': 3, 'n_estimators': 500}",0.741105906651668,0.7173284060167846,0.7198547621813701,0.7260963582832742,0.010663349240426239,73,0.7340282887348488,0.744169776818243,0.7447194271005135,0.7409724975512018,0.004915421712802527,0.6701872299567931,0.6548247719635142,0.6538646183389343,0.6596255400864138,0.007478522288716873,71,0.6598655784925588,0.6737878060489678,0.6766682669227077,0.6701072171547447,0.007336785652966987
13,9.476995547612509,0.3262258421187122,1.26832914352417,0.16170020943776897,3,1200,"{'max_depth': 3, 'n_estimators': 1200}",0.7414678112379443,0.7165792584314832,0.7198727417234174,0.7259732704642815,0.011038488827388856,74,0.7340385462940937,0.7438529412917254,0.7442093092247892,0.7407002656035361,0.004712793060332511,0.6730676908305329,0.6538646183389343,0.6533845415266443,0.6601056168987038,0.009167665602433967,68,0.6605856937109937,0.6737878060489678,0.6778684589534325,0.6707473195711314,0.007375947944625703
12,7.859713077545166,0.3101248868543973,1.192997932434082,0.08568933694969233,3,1000,"{'max_depth': 3, 'n_estimators': 1000}",0.7414853301860697,0.7164211306642472,0.7195832249950671,0.7258298952817946,0.01114507938272148,75,0.7341508031784142,0.7439958572804055,0.7442533365696888,0.740799999009503,0.004702866345554772,0.671627460393663,0.6538646183389343,0.6524243879020644,0.6593054888782205,0.008732765978327537,75,0.6622659625540086,0.6733077292366779,0.6773883821411426,0.6709873579772765,0.0063880088514041205
3,0.29686252276102704,0.00812659253023909,0.04792459805806478,0.0037861256429971013,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.7405522156859129,0.7149274456326309,0.7175377063267703,0.724339122548438,0.01151380785654536,76,0.7328090222264021,0.7409788316064702,0.7420662609235646,0.7386180382521456,0.004131515139383136,0.6701872299567931,0.6500240038406145,0.6514642342774843,0.657225156024964,0.009184410211094117,80,0.6596255400864138,0.6697071531445031,0.6778684589534325,0.6690670507281166,0.0074613814862376305
2,0.15427915255228677,0.005335815862390653,0.04117933909098307,0.0074465219615983584,3,25,"{'max_depth': 3, 'n_estimators': 25}",0.7407762738119387,0.7162874366336397,0.7135826680902777,0.7235487928452854,0.01223161255546713,77,0.7325531595126529,0.7425185208748395,0.7392979551718646,0.7381232118531189,0.004152278343949143,0.670667306769083,0.6514642342774843,0.6509841574651944,0.6577052328372539,0.009167665602433992,79,0.6601056168987038,0.6680268843014883,0.6781084973595776,0.6687469995199232,0.007367263203659527
1,0.07153360048929851,0.008390868016317207,0.02707783381144206,0.004990596625612936,3,10,"{'max_depth': 3, 'n_estimators': 10}",0.7385758017223892,0.7105625660402409,0.7071870222743475,0.7187751300123258,0.014068843213667637,78,0.7277972248807356,0.7353187821805891,0.7368092576367273,0.7333084215660174,0.003944223282154371,0.6610657705232837,0.643302928468555,0.6533845415266443,0.652584413506161,0.007273687423500416,83,0.6589054248679789,0.6632261161785886,0.6776284205472876,0.6665866538646184,0.008004480077068193
14,0.019325097401936848,0.008960364775103254,0.010002851486206055,0.0008165348924815489,5,1,"{'max_depth': 5, 'n_estimators': 1}",0.7176604827853283,0.7109996072161584,0.7034896908071984,0.7107165936028951,0.005788661840231445,79,0.7368228397349724,0.7341220912850522,0.7424236661500945,0.7377895323900397,0.0034573503657180445,0.6653864618338934,0.6495439270283245,0.6466634661545847,0.6538646183389342,0.008231602592166216,82,0.6757081132981277,0.672107537205953,0.6761881901104176,0.6746679468714994,0.001821060437948639
28,0.019327799479166668,0.004713928465353754,0.013671398162841797,0.003769445695477464,8,1,"{'max_depth': 8, 'n_estimators': 1}",0.6953579397717004,0.706423583258188,0.6936825421412804,0.6984880217237229,0.00565282182958006,80,0.7807349898484738,0.7908371488444665,0.799319097517803,0.7902970787369145,0.007596535230270366,0.6557849255880941,0.6495439270283245,0.6577052328372539,0.6543446951512242,0.003484004009773905,81,0.7042726836293807,0.7131541046567451,0.7311569851176188,0.7161945911345815,0.011184061133120083
0,0.015087445576985678,0.000764263076127887,0.009209235509236654,0.006678359759651479,3,1,"{'max_depth': 3, 'n_estimators': 1}",0.6987432459844727,0.6729507471191242,0.6460072508265978,0.6725670813100648,0.021531089087064022,81,0.6826843640682079,0.6888783469138098,0.6741612272149846,0.6819079793990008,0.006033267932794068,0.6581853096495439,0.6457033125300048,0.628900624099856,0.6442630820931349,0.011998719368318419,84,0.6500240038406145,0.6541046567450792,0.6392222755640903,0.6477836453832614,0.006278838635561992
42,0.018330812454223633,0.00047153903155141864,0.010337034861246744,0.00047125800235667525,15,1,"{'max_depth': 15, 'n_estimators': 1}",0.6857635495233002,0.6540445671356099,0.6523065447377108,0.6640382204655403,0.015378504965586662,82,0.8617857281161313,0.872830587156509,0.8656121771798666,0.8667428308175023,0.004579374851198008,0.6793086893903024,0.6509841574651944,0.6466634661545847,0.6589854376700272,0.014478559175890566,77,0.8377340374459914,0.842534805568891,0.8372539606337014,0.8391742678828612,0.002384327800568308
70,0.017514467239379883,0.003789338867168121,0.010093291600545248,4.010033865465439e-06,30,1,"{'max_depth': 30, 'n_estimators': 1}",0.6885214007782101,0.6424698911822793,0.6571674752850449,0.6627195890818448,0.019205986214814886,83,0.8695653376557997,0.8758360873474862,0.8769153335716804,0.8741055861916553,0.003240533462113347,0.6874699951992319,0.6423427748439751,0.656745079212674,0.6621859497519603,0.01882053503343148,66,0.8689390302448392,0.8756601056168987,0.8763802208353336,0.8736597855656906,0.003350998814429786
56,0.023492177327473957,0.010756246163148683,0.00996836026509603,0.00019649908442280747,25,1,"{'max_depth': 25, 'n_estimators': 1}",0.6885214007782101,0.6424698911822793,0.6571674752850449,0.6627195890818448,0.019205986214814886,83,0.8695653376557997,0.8758360873474862,0.8769153335716804,0.8741055861916553,0.003240533462113347,0.6874699951992319,0.6423427748439751,0.656745079212674,0.6621859497519603,0.01882053503343148,66,0.8689390302448392,0.8756601056168987,0.8763802208353336,0.8736597855656906,0.003350998814429786
