Date,days,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
01-10-2020,202,59.52,54.76,61.90,55.65,68.15,56.25,66.07,66.07,59.52,52.98,55.06,70.54,46.73,46.43,54.76,48.21,55.06,64.88,59.52,61.90,56.25,65.48,54.46,50.00,47.62,47.32,56.85,60.71,46.13,54.76,49.70,60.12,72.62,50.00,70.83,59.52,44.64,54.17,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
02-10-2020,203,59.52,52.38,61.90,55.65,68.15,56.25,66.07,66.07,59.52,46.13,55.06,70.54,46.73,46.43,54.76,48.21,55.06,64.88,59.52,62.80,56.25,65.48,54.46,50.00,47.62,47.32,56.85,60.71,46.13,52.38,49.70,60.12,72.62,50.00,70.83,59.52,44.64,54.17,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
03-10-2020,204,59.52,52.38,61.90,55.65,68.15,56.25,66.07,66.07,59.52,46.13,55.06,70.54,46.73,46.43,54.76,48.21,55.06,64.88,59.52,62.80,56.25,65.48,54.46,52.38,47.62,47.32,56.85,60.71,46.13,52.38,49.70,60.12,72.62,50.00,70.83,59.52,44.64,54.17,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
04-10-2020,205,59.52,52.38,61.90,55.65,68.15,56.25,66.07,66.07,59.52,46.13,55.06,70.54,46.73,46.43,54.76,48.21,55.06,64.88,59.52,62.80,56.25,65.48,54.46,52.38,47.62,47.32,56.85,60.71,46.13,52.38,49.70,60.12,72.62,50.00,70.83,59.52,44.64,54.17,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
05-10-2020,206,59.52,52.38,61.90,55.65,68.15,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,54.76,48.21,55.06,64.88,59.52,59.82,56.25,65.48,54.46,52.38,47.62,47.32,58.04,60.71,46.13,52.38,49.70,60.12,72.62,50.00,70.83,59.52,44.64,54.17,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
06-10-2020,207,59.52,52.38,64.29,55.65,68.15,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,54.76,48.21,55.06,64.88,59.52,59.82,56.25,65.48,54.46,52.38,47.62,47.32,58.04,60.71,46.13,50.60,49.70,60.12,72.62,50.00,70.83,59.52,44.64,57.74,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
07-10-2020,208,59.52,52.38,64.29,55.65,68.15,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,54.76,48.21,55.06,64.88,59.52,59.82,56.25,65.48,54.46,52.38,47.62,47.32,58.04,60.71,46.13,50.60,49.70,60.12,72.62,50.00,70.83,59.52,44.64,60.12,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,54.17,57.74,53.57
08-10-2020,209,59.52,52.38,64.29,55.65,68.15,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,54.76,48.21,55.06,64.88,59.52,59.82,56.25,65.48,54.46,52.38,47.62,47.32,58.04,60.71,46.13,50.60,49.70,60.12,72.62,50.00,71.13,59.52,44.64,60.12,64.58,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,57.14,57.74,53.57
09-10-2020,210,59.52,52.38,64.29,55.65,66.37,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,65.48,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,57.14,57.74,53.57
10-10-2020,211,59.52,52.38,64.29,55.65,66.37,56.25,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,65.48,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,57.14,57.74,53.57
11-10-2020,212,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,65.48,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,58.63,41.37,54.76,53.87,47.02,52.68,63.99,58.04,57.14,57.74,53.57
12-10-2020,213,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,70.54,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,65.48,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,58.63,41.37,54.76,53.87,47.02,52.68,65.18,58.04,57.14,57.74,53.57
13-10-2020,214,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,71.43,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,53.87,49.40,52.68,65.18,58.04,57.14,57.74,53.57
14-10-2020,215,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,71.43,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,47.32,58.04,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,54.17,57.74,55.95
15-10-2020,216,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,71.43,45.54,46.43,52.38,48.21,55.06,64.88,59.52,59.82,58.63,61.90,55.36,52.38,47.62,46.13,59.23,60.71,49.70,50.60,49.70,60.12,71.43,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,52.98,52.68,65.18,58.04,54.17,57.74,55.95
16-10-2020,217,59.52,52.38,64.29,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,71.43,45.54,46.43,54.46,48.21,55.06,64.88,59.52,59.82,59.82,61.90,55.36,52.38,47.62,46.13,59.23,60.71,49.70,50.60,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,54.17,57.74,55.95
17-10-2020,218,59.52,52.38,64.29,55.65,66.37,58.04,66.07,62.50,59.52,44.94,55.06,71.43,45.54,46.43,54.46,47.32,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,46.13,59.23,60.71,49.70,50.60,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,54.17,57.74,55.95
18-10-2020,219,59.52,52.38,64.29,55.65,66.37,58.04,66.07,62.50,59.52,44.94,55.06,71.43,45.54,46.43,54.46,47.32,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,46.13,59.23,60.71,49.70,50.60,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,54.17,57.74,55.95
19-10-2020,220,59.52,52.38,63.10,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,46.43,54.46,47.32,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,46.13,58.04,60.71,52.38,50.60,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
20-10-2020,221,59.52,52.38,63.10,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,44.64,54.46,47.32,55.06,64.88,59.52,59.82,56.25,61.90,55.36,52.38,47.62,46.13,58.04,60.71,52.38,50.60,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
21-10-2020,222,59.52,52.38,63.10,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,44.64,54.46,47.32,55.06,64.88,59.52,58.04,56.25,61.90,55.36,52.38,47.62,47.02,58.04,60.71,52.38,52.38,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
22-10-2020,223,59.52,52.38,63.10,55.65,66.37,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,48.21,54.46,47.32,55.06,64.88,59.52,58.04,56.25,61.90,55.36,52.38,47.62,47.02,58.04,60.71,48.81,52.38,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,41.37,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
23-10-2020,224,59.52,48.81,63.10,55.65,65.18,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,48.21,54.46,47.32,55.06,64.88,59.52,58.04,56.25,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,52.38,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
24-10-2020,225,59.52,48.81,63.10,55.65,65.18,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,48.21,54.46,47.32,55.06,64.88,59.52,58.04,56.25,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,52.38,49.70,60.12,70.24,50.00,71.13,59.52,44.64,60.12,62.80,69.64,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
25-10-2020,226,55.95,48.81,63.10,55.65,65.18,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,48.21,55.36,47.32,55.06,64.88,59.52,58.04,56.25,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,52.38,49.70,60.12,70.24,50.00,72.32,59.52,44.64,60.12,62.80,69.64,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,57.74,55.95
26-10-2020,227,55.95,48.81,63.10,55.65,65.18,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,48.21,55.36,47.32,55.06,61.90,59.52,58.04,56.25,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,50.60,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,69.64,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,55.36,55.95
27-10-2020,228,55.95,48.81,63.10,55.65,65.18,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,58.04,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,50.60,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,69.64,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,55.36,55.95
28-10-2020,229,55.95,48.81,63.10,55.65,63.39,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,52.98,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,66.07,60.42,45.54,54.76,51.49,49.40,52.68,65.18,58.04,57.14,55.95,57.14
29-10-2020,230,55.95,48.81,63.10,55.65,63.39,58.04,66.07,66.07,59.52,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,52.98,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,66.07,60.42,45.54,54.76,56.25,49.40,52.68,65.18,58.04,57.14,55.95,57.14
30-10-2020,231,55.95,48.81,63.10,55.65,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,54.17,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
31-10-2020,232,55.95,48.81,63.10,55.65,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,54.17,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
01-11-2020,233,55.95,48.81,63.10,57.44,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,55.36,52.38,50.00,47.02,54.46,60.71,48.81,54.17,49.70,60.12,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
02-11-2020,234,55.95,48.81,63.10,57.44,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,62.50,52.38,50.00,47.02,54.46,60.71,48.81,54.17,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
03-11-2020,235,55.95,48.81,61.90,57.44,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,61.90,62.50,52.38,50.00,47.02,54.46,60.71,48.81,54.17,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
04-11-2020,236,55.95,48.81,61.90,57.44,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,47.32,55.06,60.71,59.52,59.82,58.63,63.69,62.50,52.38,50.00,47.02,54.46,60.71,48.81,55.95,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,67.86,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
05-11-2020,237,55.95,48.81,61.90,57.44,63.39,58.93,66.07,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,44.94,55.06,60.71,59.52,59.82,58.63,63.69,62.50,52.38,50.00,47.02,54.46,60.71,48.81,55.95,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,54.76,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
06-11-2020,238,55.95,48.81,61.90,57.44,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,44.94,55.06,60.71,59.52,66.07,59.52,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,55.95,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
07-11-2020,239,55.95,48.81,61.90,57.44,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,44.94,55.06,60.71,59.52,66.07,59.52,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,55.95,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,56.25,49.40,52.68,65.18,58.04,57.14,57.74,57.14
08-11-2020,240,55.95,48.81,61.90,57.44,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,44.94,55.06,60.71,59.52,66.07,59.52,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,55.95,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,57.44,49.40,52.68,65.18,58.04,57.14,57.74,57.14
09-11-2020,241,55.95,48.81,61.90,55.65,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,45.54,50.60,55.36,44.94,55.06,60.71,59.52,66.07,59.52,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,54.76,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,57.44,49.40,52.68,65.18,58.04,57.14,57.74,57.14
10-11-2020,242,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,44.35,50.60,55.36,44.94,55.06,60.71,59.52,66.07,66.37,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,54.76,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,57.44,49.40,52.68,65.18,58.04,57.14,57.74,57.14
11-11-2020,243,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,44.94,55.06,73.81,50.89,50.60,55.36,44.94,53.87,60.71,59.52,66.07,66.37,63.69,62.50,52.38,47.62,47.02,55.65,60.71,48.81,59.23,49.70,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,57.44,49.40,52.68,65.18,58.04,53.57,57.74,57.14
12-11-2020,244,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,44.94,55.06,71.43,50.89,50.60,55.36,44.94,53.87,60.71,59.52,66.07,67.26,63.69,62.50,52.38,46.43,47.02,55.65,60.71,48.81,61.01,46.13,57.74,70.24,50.00,72.32,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,57.44,52.08,52.68,65.18,56.25,53.57,57.74,57.14
13-11-2020,245,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,44.94,55.06,71.43,50.89,50.60,55.36,47.32,53.87,60.71,59.52,67.86,67.26,63.69,62.50,52.38,46.43,47.02,55.65,62.50,48.81,61.01,46.13,57.74,70.24,50.00,73.21,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,52.68,52.08,52.68,65.18,56.25,53.57,59.52,57.14
14-11-2020,246,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,44.94,55.06,71.43,50.89,55.06,55.36,47.32,53.87,60.71,59.52,67.86,67.26,63.69,62.50,52.38,48.21,47.02,55.65,62.50,49.70,61.01,46.13,57.74,70.24,50.00,73.21,59.52,46.43,60.12,62.80,70.24,60.42,41.37,53.57,52.68,52.08,52.68,70.24,56.25,53.57,59.52,57.14
15-11-2020,247,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,55.06,55.36,50.89,53.87,60.71,59.52,67.86,67.26,63.69,62.50,52.38,48.21,47.02,55.65,62.50,49.70,61.01,49.70,57.74,70.24,50.00,73.21,59.52,46.43,60.12,62.80,70.24,60.42,43.75,53.57,52.68,52.08,53.57,70.24,56.25,53.57,59.52,57.14
16-11-2020,248,55.95,48.81,61.90,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,56.55,50.89,55.65,60.71,59.52,67.86,67.26,63.69,62.50,52.38,48.21,47.02,55.65,62.50,49.11,58.33,49.70,57.74,73.81,50.00,73.21,59.52,46.43,60.12,62.80,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,57.44,53.57,59.52,57.14
17-11-2020,249,55.95,48.81,59.52,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,56.55,50.89,55.65,60.71,57.14,66.07,69.64,63.69,62.50,52.38,50.60,47.02,55.65,62.50,49.11,58.33,49.70,59.52,73.81,50.00,73.21,59.52,46.43,60.12,62.80,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,57.14
18-11-2020,250,55.95,48.81,59.52,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,56.55,50.89,55.65,60.71,57.14,66.07,69.64,63.69,70.83,52.38,50.60,47.02,55.65,62.50,49.11,58.33,49.70,59.52,73.81,50.00,73.21,59.52,46.43,61.31,61.01,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,57.14
19-11-2020,251,55.95,48.81,59.52,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,56.55,50.89,55.65,60.71,57.14,66.07,69.64,63.69,70.83,52.38,50.60,47.02,55.65,62.50,49.11,57.14,49.70,59.52,73.81,50.00,72.32,61.90,46.43,61.31,61.01,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,58.93
20-11-2020,252,55.95,48.81,59.52,58.04,63.39,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,58.63,50.89,56.55,63.10,57.14,66.07,69.64,61.31,70.83,63.69,50.60,48.21,55.65,64.88,49.11,57.14,52.38,59.52,73.81,50.00,72.32,61.90,46.43,61.31,64.58,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,58.93
21-11-2020,253,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,58.63,50.89,56.55,63.10,57.14,66.07,69.64,61.31,70.83,63.69,50.60,48.21,55.65,64.88,49.11,57.14,52.38,59.52,73.81,50.00,72.32,61.90,46.43,61.31,64.58,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,58.93
22-11-2020,254,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,58.33,43.15,55.06,71.43,50.89,57.44,58.63,50.89,56.55,63.10,57.14,66.07,69.64,61.31,70.83,63.69,50.60,48.21,55.65,64.88,49.11,57.14,52.38,59.52,73.81,50.00,72.32,61.90,46.43,61.31,64.58,68.45,60.42,43.75,53.57,52.68,52.08,55.36,70.24,58.33,53.57,59.52,58.93
23-11-2020,255,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,56.55,63.10,57.14,66.07,69.64,61.31,70.83,63.69,50.60,48.21,54.46,62.50,49.11,57.14,52.38,59.52,73.81,50.00,72.32,61.90,46.43,61.31,64.58,68.45,60.42,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
24-11-2020,256,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,56.55,63.10,57.14,66.07,69.64,61.31,70.83,63.69,50.60,48.21,54.46,62.50,49.11,57.14,52.38,59.52,73.81,57.14,72.32,61.90,46.43,57.74,64.58,68.45,60.42,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
25-11-2020,257,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,52.98,48.21,54.46,62.50,49.11,57.14,52.38,60.71,73.81,57.14,72.32,61.90,46.43,57.74,64.58,68.45,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
26-11-2020,258,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,52.98,48.21,54.46,62.50,49.11,57.14,52.38,60.71,73.81,57.14,72.32,61.90,46.43,57.74,64.58,68.45,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
27-11-2020,259,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,53.87,48.21,54.46,62.50,49.11,57.14,52.38,60.71,73.81,57.14,72.32,61.90,46.43,57.74,66.96,68.45,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
28-11-2020,260,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,71.43,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,53.87,48.21,54.46,62.50,49.11,57.14,52.38,60.71,73.81,57.14,72.32,61.90,46.43,57.74,66.96,68.45,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
29-11-2020,261,55.95,48.81,59.52,58.04,64.58,58.93,67.86,66.07,61.90,43.15,55.06,66.07,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,53.87,48.21,54.46,62.50,49.11,57.14,52.38,60.71,77.38,57.14,72.32,61.90,46.43,57.74,66.96,68.45,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
30-11-2020,262,55.95,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,71.43,50.89,57.44,58.63,50.89,57.44,63.10,57.14,66.07,69.64,61.31,70.83,63.69,57.44,48.21,54.46,62.50,49.11,57.14,52.38,60.71,77.38,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,43.75,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
01-12-2020,263,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,71.43,50.89,57.44,57.74,54.46,57.44,63.10,57.14,63.69,69.64,61.31,70.83,63.69,57.44,48.21,53.27,62.50,49.11,57.14,52.38,60.71,77.38,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
02-12-2020,264,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,71.43,50.89,57.44,57.74,54.46,57.44,63.10,57.14,63.69,69.64,61.31,70.83,63.69,57.44,48.21,53.27,62.50,49.11,57.14,52.38,60.71,72.02,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
03-12-2020,265,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,71.43,50.89,57.44,57.74,54.46,57.44,63.10,57.14,63.69,69.64,61.31,70.83,63.69,57.44,48.21,54.46,62.50,49.11,59.52,52.38,60.71,72.02,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
