Date,days,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
06-02-2021,330,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.89,63.81,63.81
07-02-2021,331,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.89,63.81,66.19
08-02-2021,332,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,64.70,75.48,63.81,62.02,68.93,58.81,57.26,49.88,58.75,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,45.42,60.00,51.90,43.93,69.76,73.10,61.19,60.89,63.81,66.19
09-02-2021,333,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,64.70,75.48,63.81,62.02,68.93,58.81,58.69,49.88,58.75,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
10-02-2021,334,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,63.27,59.64,60.30,64.76,64.70,75.48,63.81,62.02,68.93,58.81,58.69,51.31,58.75,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
11-02-2021,335,59.64,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,63.27,59.64,60.30,64.76,62.92,75.48,63.81,62.02,68.93,58.81,60.48,51.31,58.75,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,62.38,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
12-02-2021,336,59.64,51.07,69.17,65.65,64.46,57.32,70.71,67.98,64.29,53.45,57.92,73.10,48.39,51.07,63.27,59.64,60.30,64.76,64.11,75.48,63.81,62.02,68.93,58.81,60.48,51.31,62.32,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
13-02-2021,337,59.64,51.07,69.17,65.65,64.46,57.32,70.71,67.98,64.29,53.45,57.92,73.10,48.39,51.07,63.27,59.64,60.30,64.76,64.11,75.48,63.81,62.02,68.93,58.81,60.48,48.93,62.32,73.69,51.01,57.26,60.24,62.62,73.63,58.81,71.61,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
14-02-2021,338,59.64,51.07,69.17,65.65,64.46,57.32,70.71,67.98,64.29,53.45,57.92,73.10,48.39,51.07,63.27,59.64,60.30,64.76,64.11,75.48,63.81,62.02,68.93,58.81,60.48,48.93,62.32,73.69,51.01,57.26,60.24,62.62,73.63,58.81,71.61,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,66.19
15-02-2021,339,59.64,51.07,69.17,65.65,64.46,57.32,70.71,67.98,64.29,53.45,59.35,73.10,48.39,51.07,63.27,59.64,60.30,64.76,64.11,75.48,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,61.19,60.89,63.81,58.45
16-02-2021,340,59.64,51.07,67.98,65.65,64.46,57.32,70.71,70.36,64.29,53.45,59.35,73.10,48.39,51.07,64.70,59.64,60.30,64.76,64.11,75.48,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,64.40,73.10,63.57,60.89,63.81,58.45
17-02-2021,341,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,64.29,53.45,59.35,73.10,48.39,51.07,64.70,59.64,60.30,64.76,62.92,75.48,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,67.74,59.35,45.42,60.00,53.10,43.93,60.83,73.10,63.57,60.89,63.81,58.45
18-02-2021,342,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,64.29,53.45,59.35,73.10,48.39,51.07,64.70,59.64,60.30,64.76,62.92,76.90,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,69.17,59.35,45.42,60.00,53.10,43.93,60.83,73.10,63.57,60.89,63.81,58.45
19-02-2021,343,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,59.35,73.10,48.39,51.07,64.70,59.64,58.51,64.76,62.92,76.90,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,66.79,59.35,45.42,60.00,53.10,43.93,60.83,73.10,63.57,60.89,63.81,58.45
20-02-2021,344,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,59.35,73.10,48.39,51.07,64.70,59.64,58.51,64.76,62.92,76.90,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,73.04,63.81,51.37,62.02,66.19,66.79,59.35,45.42,60.00,53.10,43.93,60.83,73.10,63.57,60.89,63.81,58.45
21-02-2021,345,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,59.35,73.10,48.39,51.07,64.70,59.64,58.51,64.76,62.92,76.90,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,51.01,57.26,60.24,62.62,73.63,58.81,69.46,63.81,51.37,62.02,66.19,66.79,59.35,45.42,60.00,53.99,43.93,60.83,73.10,63.57,60.89,63.81,58.45
22-02-2021,346,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,55.36,53.45,59.35,73.10,48.39,48.39,64.70,59.64,58.51,64.76,62.92,76.90,63.81,59.17,68.93,58.81,60.48,51.31,62.32,68.33,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,45.12,60.83,73.10,63.57,60.89,63.81,60.24
23-02-2021,347,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,58.15,73.10,48.39,48.39,64.70,59.64,58.51,60.00,65.30,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,68.33,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,45.12,60.83,73.10,63.57,60.89,62.62,60.24
24-02-2021,348,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,58.15,73.10,48.39,48.39,64.70,59.64,58.51,60.00,65.30,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,69.76,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,45.12,60.83,73.10,63.57,60.89,62.62,60.24
25-02-2021,349,59.64,51.07,67.98,65.65,64.46,57.32,70.71,67.98,58.93,53.45,58.15,73.10,48.39,48.39,64.70,59.64,58.51,60.00,65.30,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,69.76,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,46.55,60.83,73.10,63.57,60.89,62.62,60.24
26-02-2021,350,59.64,51.07,67.98,67.08,64.46,57.32,70.71,67.98,58.93,54.88,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,65.30,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,46.55,60.83,70.71,63.57,60.89,62.62,60.24
27-02-2021,351,59.64,51.07,67.98,67.08,64.46,57.32,70.71,67.98,58.93,54.88,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,65.30,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,60.00,53.99,46.55,60.83,70.71,63.57,60.89,62.62,60.24
28-02-2021,352,59.64,51.07,66.79,67.08,64.46,57.32,70.71,67.98,58.93,54.88,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,76.90,62.02,59.17,68.93,58.81,60.48,51.31,62.32,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,66.19,66.79,59.35,46.85,57.62,53.99,46.55,60.83,70.71,63.57,60.89,62.62,60.24
01-03-2021,353,59.64,51.07,60.83,65.65,62.68,57.32,73.57,67.98,58.93,54.88,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,59.17,68.93,58.81,60.48,51.31,62.32,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,59.05,66.79,54.58,46.85,57.62,53.99,46.55,58.45,70.71,64.17,60.89,62.62,60.24
02-03-2021,354,59.64,51.07,60.83,65.65,62.68,57.32,70.00,67.98,58.93,54.88,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,59.17,68.93,58.81,60.48,51.31,61.13,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,64.17,60.89,62.62,60.24
03-03-2021,355,59.64,51.07,60.83,65.65,62.68,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,60.48,45.06,61.13,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,64.17,60.89,62.62,60.24
04-03-2021,356,59.64,51.07,60.83,65.65,62.68,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,60.48,45.06,61.13,67.98,53.39,57.26,60.24,62.62,73.63,61.19,69.46,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,65.60,60.89,62.62,60.24
05-03-2021,357,59.64,51.07,60.83,63.27,60.30,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,60.48,45.06,59.94,67.98,53.39,57.26,60.24,62.62,73.63,61.19,68.27,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,65.60,60.89,62.62,60.24
06-03-2021,358,59.64,51.07,60.83,63.27,60.30,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,60.48,45.06,59.94,67.98,53.39,57.26,60.24,62.62,73.63,61.19,68.27,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,65.60,60.89,62.62,60.24
07-03-2021,359,59.64,51.07,60.83,63.27,60.30,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,48.39,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,60.48,45.06,59.94,67.98,53.39,57.26,60.24,60.24,73.63,61.19,68.27,63.81,52.80,62.02,59.05,66.79,53.39,46.85,57.62,58.75,46.55,58.45,70.71,65.60,60.89,62.62,60.24
08-03-2021,360,59.64,51.07,60.83,63.27,60.30,57.32,70.00,67.98,58.93,56.31,54.58,73.10,48.39,49.82,64.70,59.64,58.51,60.00,62.92,75.12,62.02,62.02,68.93,58.81,58.69,45.06,59.94,67.98,51.61,57.26,59.05,60.24,70.65,61.19,68.27,63.81,52.80,62.02,59.05,66.79,54.82,46.85,57.86,58.75,43.57,58.45,72.14,65.60,60.89,62.62,60.24
09-03-2021,361,54.88,46.31,56.07,54.94,54.35,52.56,65.24,63.21,56.55,47.98,51.01,68.33,43.63,47.44,58.75,54.88,53.75,60.00,58.15,70.36,57.26,59.64,63.21,54.05,53.93,45.06,55.18,63.21,46.85,52.50,54.29,56.67,64.70,57.86,63.51,59.05,49.23,57.26,51.90,62.02,50.06,42.08,55.48,53.99,38.81,53.69,68.57,60.83,58.51,56.67,57.86
10-03-2021,362,61.07,51.07,60.83,59.70,60.30,57.32,67.62,67.98,58.93,55.12,54.58,76.67,48.39,49.82,64.70,57.86,58.51,60.00,62.92,75.12,62.02,62.02,70.36,60.24,58.69,45.06,59.94,65.60,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,59.05,66.79,54.82,46.85,57.86,54.88,43.57,58.45,72.14,65.60,60.89,62.62,60.24
11-03-2021,363,61.07,51.07,60.83,59.70,60.30,57.32,67.62,67.98,58.93,55.12,54.58,76.67,48.39,49.82,64.70,57.86,58.51,60.00,62.92,75.12,62.02,62.02,70.36,60.24,58.69,45.06,59.94,65.60,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,59.05,66.79,54.82,46.85,57.86,54.88,43.57,58.45,72.14,60.60,60.89,62.62,60.24
12-03-2021,364,61.07,51.07,60.83,59.70,60.30,57.32,67.62,67.98,58.93,55.12,54.58,76.67,48.39,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,60.24,58.69,45.06,59.94,63.21,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,54.29,66.79,54.82,46.85,57.86,54.88,43.57,58.45,72.14,60.60,60.89,62.62,60.24
13-03-2021,365,61.07,51.07,60.83,59.70,60.30,57.32,67.62,67.98,58.93,55.12,54.58,76.67,48.39,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,60.24,58.69,45.06,59.94,63.21,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,54.29,66.79,54.82,46.85,57.86,54.88,43.57,58.45,72.14,60.60,60.89,62.62,60.24
14-03-2021,366,61.07,51.07,60.83,59.70,60.30,57.32,67.62,67.98,58.93,55.12,54.58,76.67,48.39,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,60.24,58.69,45.06,59.94,63.21,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,54.29,66.79,54.82,46.85,57.86,54.88,43.57,58.45,72.14,60.60,60.89,62.62,60.24
15-03-2021,367,59.88,51.07,60.83,58.51,61.73,57.32,67.62,67.98,58.93,55.12,56.01,78.10,48.39,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,58.45,58.69,45.06,54.88,63.21,51.61,57.26,59.05,60.24,70.65,62.62,68.27,63.81,52.80,62.02,54.29,66.79,54.82,49.23,56.07,54.88,43.57,58.45,72.14,60.60,60.89,62.62,60.24
16-03-2021,368,59.88,51.07,57.26,58.51,62.92,57.32,67.62,67.98,58.93,55.12,56.01,74.52,48.39,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,58.45,58.69,45.06,54.88,63.21,51.61,54.88,55.48,60.83,70.65,62.62,68.27,63.81,52.80,62.02,54.29,66.79,59.58,49.23,56.07,54.88,43.57,58.45,72.14,60.60,60.89,62.62,56.67
17-03-2021,369,59.88,51.07,57.26,58.51,62.92,57.32,67.62,67.98,58.93,55.12,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,58.45,58.69,45.06,54.88,63.21,51.61,54.88,55.48,60.83,70.65,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,56.07,54.88,43.57,58.45,72.14,62.02,60.89,62.62,56.67
18-03-2021,370,59.88,51.07,57.26,58.51,62.92,57.32,67.62,67.98,58.93,55.12,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,70.36,58.45,58.69,45.06,54.88,63.21,51.61,54.88,55.48,60.83,70.65,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,58.45,72.14,62.02,60.89,62.62,56.67
19-03-2021,371,59.88,51.07,57.26,58.51,62.92,57.32,62.26,67.98,58.93,55.12,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,68.57,58.45,58.69,45.06,54.88,63.21,51.61,54.88,55.48,60.83,70.65,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,58.45,72.14,62.02,60.89,62.62,56.67
20-03-2021,372,59.88,51.07,57.26,58.51,62.92,57.32,62.26,67.98,58.93,59.29,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,68.57,58.45,58.69,47.92,54.88,63.21,51.61,54.88,55.48,60.83,70.65,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,58.45,72.14,62.02,60.89,62.62,56.67
21-03-2021,373,59.88,51.07,57.26,58.51,62.92,57.32,62.26,67.98,58.93,59.29,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,61.13,75.12,58.45,62.02,68.57,58.45,58.69,47.92,54.88,63.21,51.61,54.88,55.48,60.83,61.13,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,58.45,72.14,62.02,60.89,62.62,56.67
22-03-2021,374,59.88,50.71,57.26,58.51,62.92,57.32,62.26,67.98,58.93,59.29,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,62.56,69.76,58.45,62.02,68.57,58.45,58.69,47.92,54.88,63.21,52.50,54.88,55.48,60.83,61.13,62.62,67.38,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,58.45,72.14,62.02,62.32,65.48,56.67
23-03-2021,375,59.88,50.71,57.26,58.51,62.92,57.32,62.26,67.98,58.93,59.29,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,64.94,71.55,58.45,62.02,68.57,58.45,58.69,47.92,54.88,63.21,52.50,54.88,55.48,62.02,61.13,62.62,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,43.57,56.07,72.14,62.02,62.32,65.48,56.67
24-03-2021,376,59.88,50.71,57.26,58.51,62.92,57.32,62.26,67.98,58.93,59.29,56.01,74.52,46.01,49.82,62.32,57.86,58.51,60.00,64.94,69.17,58.45,62.02,68.57,58.45,58.69,47.92,54.88,63.21,52.50,54.88,55.48,62.02,61.13,62.62,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,46.43,56.07,69.76,62.02,62.32,65.48,56.67
25-03-2021,377,59.88,50.71,57.26,54.05,62.92,57.32,62.26,67.98,58.93,59.29,57.44,74.52,46.01,49.82,62.32,57.86,58.51,61.43,64.94,69.17,58.45,62.02,68.57,58.45,58.69,47.92,58.45,63.21,52.50,54.88,55.48,62.02,61.13,62.62,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,46.43,56.07,71.19,62.02,62.32,65.48,56.67
26-03-2021,378,59.88,50.71,57.26,56.90,62.92,57.32,62.26,67.98,58.93,59.29,57.44,74.52,46.01,49.82,62.32,57.86,58.51,61.43,64.94,69.17,58.45,62.02,68.57,58.45,58.69,47.92,58.45,60.83,52.50,54.88,55.48,62.02,61.13,62.62,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,46.43,56.07,71.19,62.02,62.32,65.48,56.67
27-03-2021,379,59.88,50.71,57.26,56.90,62.92,62.56,62.26,67.98,58.93,59.29,57.44,74.52,46.01,49.82,60.54,57.86,58.51,61.43,64.94,69.17,58.45,62.02,68.57,58.45,58.69,47.92,58.45,60.83,52.50,54.88,55.48,62.02,61.13,62.62,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,46.43,56.07,71.19,62.02,62.32,65.48,56.67
28-03-2021,380,59.88,50.71,57.26,56.90,62.92,62.56,62.26,67.98,58.93,59.29,57.44,74.52,46.01,49.82,60.54,57.86,57.62,61.43,64.94,67.98,58.45,62.02,68.57,58.45,58.69,47.92,58.45,60.83,52.50,54.88,55.48,62.02,61.13,61.43,66.19,63.81,52.80,62.02,54.29,66.79,59.58,49.23,57.50,54.88,46.43,56.07,71.19,62.02,62.32,65.48,56.67
29-03-2021,381,59.88,50.71,57.26,56.90,62.92,62.56,62.26,67.98,58.93,59.29,57.44,74.52,46.01,51.25,60.54,59.29,61.90,61.43,66.37,67.98,58.45,62.02,68.57,58.45,58.69,47.92,58.45,60.83,53.93,56.31,56.90,62.02,61.13,61.43,66.19,66.67,55.65,62.02,54.29,66.79,59.58,49.23,57.50,57.74,52.08,56.07,71.19,62.02,62.32,65.48,56.67
30-03-2021,382,59.88,50.71,60.12,56.90,62.92,62.56,62.26,67.98,58.93,59.29,57.44,74.52,46.01,51.25,60.54,59.29,61.90,61.43,66.37,67.98,58.45,62.02,68.57,59.88,58.69,47.92,58.45,60.83,53.93,56.31,56.90,59.05,61.13,61.43,67.62,66.67,55.65,62.02,54.29,66.79,59.58,49.23,57.50,57.74,52.08,56.07,71.19,62.02,62.32,65.48,56.67
31-03-2021,383,59.88,50.71,60.12,56.90,62.92,62.56,62.26,67.98,58.93,59.29,57.44,74.52,46.01,51.25,60.54,59.29,61.90,61.43,66.37,67.98,58.45,62.02,68.57,59.88,58.69,47.92,58.45,60.83,53.93,56.31,56.90,59.05,61.13,61.43,67.62,66.67,55.65,62.02,54.29,66.79,61.01,49.23,57.50,57.74,52.08,56.07,71.19,62.02,61.43,65.48,56.67
01-04-2021,384,59.88,50.71,58.33,56.90,62.92,62.56,62.26,67.98,57.14,59.29,57.44,74.52,46.01,51.25,60.54,59.29,61.90,61.43,66.37,67.98,58.45,62.02,68.57,59.88,58.69,47.92,58.45,57.26,53.93,56.31,56.90,59.05,61.13,61.43,67.62,66.67,55.65,62.02,54.29,66.79,61.01,49.23,57.50,57.74,52.08,54.29,71.19,62.02,61.43,65.48,56.67
02-04-2021,385,59.88,50.71,55.95,54.52,62.92,62.56,61.07,65.60,54.76,59.29,57.44,74.52,43.63,48.87,60.54,56.90,59.52,61.43,64.58,65.60,58.45,62.02,66.19,59.88,58.69,45.54,56.07,57.26,51.55,56.31,56.90,59.05,61.13,59.05,67.62,64.29,55.65,62.02,54.29,66.79,58.63,46.85,55.12,57.74,49.70,54.29,71.19,62.02,61.43,65.48,54.29
03-04-2021,386,59.88,50.71,55.95,54.52,62.92,62.56,61.07,65.60,54.76,59.29,57.44,74.52,43.63,48.87,60.54,56.90,59.52,61.43,64.58,65.60,58.45,62.02,66.19,59.88,58.69,45.54,56.07,57.26,51.55,56.31,56.90,59.05,59.94,59.05,67.62,64.29,55.65,62.02,54.29,66.79,58.63,46.85,55.12,57.74,45.24,54.29,71.19,62.02,61.43,65.48,54.29
04-04-2021,387,59.88,50.71,55.95,54.52,62.92,62.56,61.07,65.60,54.76,59.29,57.44,74.52,43.63,48.87,60.54,56.90,58.63,61.43,64.58,66.79,58.45,62.02,66.19,59.88,58.69,45.54,56.07,57.26,51.55,56.31,56.90,59.05,59.94,59.05,67.62,64.29,55.65,62.02,54.29,66.79,58.63,46.85,55.12,57.74,45.24,54.29,71.19,62.02,61.43,65.48,54.29
05-04-2021,388,59.88,50.95,55.95,55.95,62.92,62.56,61.07,65.60,54.76,60.71,57.44,66.19,46.49,50.30,60.54,56.90,58.63,54.76,64.58,66.79,58.45,62.02,69.05,59.88,58.69,45.54,52.14,57.26,51.55,56.31,56.90,59.05,59.94,60.48,67.62,64.29,55.65,62.02,54.29,66.79,58.63,48.27,56.55,57.74,45.24,54.29,70.60,62.02,62.86,65.48,55.71
06-04-2021,389,59.88,50.95,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,57.44,66.19,46.49,50.30,60.54,52.44,55.06,54.76,64.58,66.79,58.45,62.02,69.05,59.88,58.69,45.54,52.14,57.26,51.55,56.31,56.90,62.86,59.94,59.29,69.05,64.29,55.65,59.64,54.29,66.79,55.95,48.27,56.55,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
07-04-2021,390,59.88,50.95,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,57.44,66.19,46.49,50.30,60.54,52.44,55.06,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,59.94,59.29,69.05,64.29,55.65,59.64,54.29,66.79,55.95,48.27,56.55,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
08-04-2021,391,59.88,50.95,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,48.51,66.19,46.49,50.30,60.54,52.44,55.06,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,59.94,59.29,69.05,64.29,55.65,59.64,54.29,66.79,55.95,48.27,56.55,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
09-04-2021,392,59.88,46.79,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,48.51,66.19,46.49,50.30,60.54,52.44,50.60,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,59.94,59.29,69.05,64.29,55.65,59.64,54.29,66.79,55.95,48.27,54.76,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
10-04-2021,393,59.88,48.21,55.95,57.74,62.92,62.56,61.07,65.60,56.19,60.71,48.51,66.19,46.49,50.30,60.54,52.44,50.60,49.40,64.58,66.79,58.45,64.88,69.05,59.88,58.69,45.54,52.14,60.12,51.55,56.31,56.90,62.86,59.94,59.29,65.48,64.29,55.65,59.64,54.29,66.79,55.95,48.27,54.76,57.74,45.24,54.29,70.60,64.40,62.86,60.12,55.71
