,p2,p3,p4,p5,p6,target_Asian,target_AIAN,target_Black,target_White,target_Other,target_NHPI
3430,0.3417000836839001,0.3283018317609563,0.3154289328102895,0.673,0.0,0,0,1,0,0,0
3431,0.3383001110433221,0.325035173954482,0.3122903624885046,0.673,0.0,0,0,1,0,0,0
3432,0.3349339686957661,0.3218010199362668,0.3091830214632114,0.673,0.0,0,0,1,0,0,0
3433,0.3316013200241923,0.3185990462882138,0.3061065989977179,0.673,0.0,0,0,1,0,0,0
3434,0.3283018317609563,0.3154289328102895,0.3030607874472139,0.673,0.0,0,0,1,0,0,0
3435,0.325035173954482,0.3122903624885046,0.3000452822280061,0.673,0.0,0,0,1,0,0,0
3436,0.3218010199362668,0.3091830214632114,0.2970597817870596,0.673,0.0,0,0,1,0,0,0
3437,0.3185990462882138,0.3061065989977179,0.2941039875718426,0.673,0.0,0,0,1,0,0,0
3438,0.3154289328102895,0.3030607874472139,0.2911776040004701,0.673,0.0,0,0,1,0,0,0
3439,0.3122903624885046,0.3000452822280061,0.2882803384321465,0.673,0.0,0,0,1,0,1,0
3440,0.3091830214632114,0.2970597817870596,0.2854119011379005,0.649,0.0,0,0,1,0,1,0
3441,0.3061065989977179,0.2941039875718426,0.2825720052716124,0.649,0.0,0,0,1,0,1,0
3442,0.3030607874472139,0.2911776040004701,0.2797603668413289,0.649,0.0,0,0,1,0,1,0
3443,0.3000452822280061,0.2882803384321465,0.2769767046808639,0.649,0.0,0,0,1,0,1,0
3444,0.2970597817870596,0.2854119011379005,0.2742207404216817,0.613,0.0,0,0,1,0,1,0
3445,0.2941039875718426,0.2825720052716124,0.2714921984650598,0.613,0.0,0,0,1,0,1,0
3446,0.2911776040004701,0.2797603668413289,0.2687908059545286,0.613,0.0,0,0,1,0,1,0
3447,0.2882803384321465,0.2769767046808639,0.2661162927485859,0.613,0.0,0,0,1,0,1,0
3448,0.2854119011379005,0.2742207404216817,0.2634683913936825,0.613,0.0,0,0,1,1,1,0
3449,0.2825720052716124,0.2714921984650598,0.2608468370974761,0.613,0.0,0,0,1,1,1,0
3450,0.2797603668413289,0.2687908059545286,0.2582513677023525,0.613,0.0,1,0,1,1,1,0
3451,0.2769767046808639,0.2661162927485859,0.2556817236592094,0.613,0.0,0,0,1,1,0,0
3452,0.2742207404216817,0.2634683913936825,0.2531376480015009,0.613,0.0,0,0,0,1,0,0
3453,0.2714921984650598,0.2608468370974761,0.2506188863195414,0.613,0.0,0,0,0,1,0,0
3454,0.2687908059545286,0.2582513677023525,0.2481251867350636,0.613,0.0,0,0,0,1,0,0
3455,0.2661162927485859,0.2556817236592094,0.245656299876031,0.613,0.0,0,0,0,1,0,0
3456,0.2634683913936825,0.2531376480015009,0.2432119788517003,0.613,0.0,0,0,0,1,0,0
3457,0.2608468370974761,0.2506188863195414,0.240791979227932,0.613,0.0,0,0,0,1,0,0
3458,0.2582513677023525,0.2481251867350636,0.2383960590027472,0.613,0.0,0,0,1,1,0,0
3459,0.2556817236592094,0.245656299876031,0.2360239785821268,0.613,0.0,1,0,0,1,0,0
3460,0.2531376480015009,0.2432119788517003,0.2336755007560518,0.613,0.0,0,0,0,0,0,0
3461,0.2506188863195414,0.240791979227932,0.2313503906747827,0.613,0.0,0,0,0,0,0,1
3462,0.2481251867350636,0.2383960590027472,0.2290484158253737,0.613,0.0,0,0,0,0,0,1
3463,0.245656299876031,0.2360239785821268,0.2267693460084215,0.613,0.0,0,0,0,0,0,0
3464,0.2432119788517003,0.2336755007560518,0.2245129533150452,0.613,0.0,0,0,0,0,1,0
3465,0.240791979227932,0.2313503906747827,0.2222790121040953,0.613,0.0,0,0,0,0,1,0
3466,0.2383960590027472,0.2290484158253737,0.2200672989795889,0.613,0.0,0,0,0,0,1,0
3467,0.2360239785821268,0.2267693460084215,0.2178775927683705,0.613,0.0,1,0,0,0,1,0
3468,0.2336755007560518,0.2245129533150452,0.2157096744979941,0.613,0.0,1,0,0,0,1,0
3469,0.2313503906747827,0.2222790121040953,0.2135633273748262,0.613,0.0,1,0,1,0,1,0
3470,0.2290484158253737,0.2200672989795889,0.2114383367623659,0.601,0.0,0,0,0,0,1,0
3471,0.2267693460084215,0.2178775927683705,0.2093344901597809,0.601,0.0,0,0,0,0,1,0
3472,0.2245129533150452,0.2157096744979941,0.2072515771806579,0.601,0.0,0,0,0,0,1,0
3473,0.2222790121040953,0.2135633273748262,0.2051893895319633,0.601,0.0,0,0,0,0,1,0
3474,0.2200672989795889,0.2114383367623659,0.2031477209932135,0.601,0.0,0,0,1,0,0,0
3475,0.2178775927683705,0.2093344901597809,0.2011263673958534,0.601,0.0,0,0,1,1,0,0
3476,0.2157096744979941,0.2072515771806579,0.1991251266028388,0.601,0.0,0,0,1,1,0,0
3477,0.2135633273748262,0.2051893895319633,0.1971437984884226,0.601,0.0,0,0,1,1,0,0
3478,0.2114383367623659,0.2031477209932135,0.1951821849181422,0.601,0.0,0,0,1,1,1,0
3479,0.2093344901597809,0.2011263673958534,0.1932400897290061,0.601,0.0,0,0,1,1,1,0
3480,0.2072515771806579,0.1991251266028388,0.1913173187098768,0.601,0.0,0,0,1,1,0,0
3481,0.2051893895319633,0.1971437984884226,0.1894136795820501,0.601,0.0,0,0,1,1,0,0
3482,0.2031477209932135,0.1951821849181422,0.1875289819800269,0.601,0.0,0,0,1,1,0,0
3483,0.2011263673958534,0.1932400897290061,0.1856630374324764,0.601,0.0,0,0,1,1,0,0
3484,0.1991251266028388,0.1913173187098768,0.1838156593433888,0.601,0.0,0,0,1,1,1,0
3485,0.1971437984884226,0.1894136795820501,0.1819866629734158,0.601,0.0,0,0,0,0,1,0
3486,0.1951821849181422,0.1875289819800269,0.1801758654213962,0.601,0.0,0,0,0,0,1,0
3487,0.1932400897290061,0.1856630374324764,0.1783830856060657,0.601,0.0,0,0,0,0,1,0
3488,0.1913173187098768,0.1838156593433888,0.176608144247949,0.601,0.0,0,0,0,0,1,0
3489,0.1894136795820501,0.1819866629734158,0.174850863851431,0.601,0.0,0,0,0,0,1,0
3490,0.1875289819800269,0.1801758654213962,0.1731110686870077,0.601,0.0,0,0,0,0,1,0
3491,0.1856630374324764,0.1783830856060657,0.1713885847737128,0.601,0.0,0,0,0,0,1,0
3492,0.1838156593433888,0.176608144247949,0.1696832398617195,0.601,0.0,0,0,0,0,1,0
3493,0.1819866629734158,0.174850863851431,0.1679948634151156,0.601,0.0,0,0,0,0,1,0
3494,0.1801758654213962,0.1731110686870077,0.1663232865948494,0.601,0.0,0,0,0,0,1,0
3495,0.1783830856060657,0.1713885847737128,0.1646683422418459,0.53,0.0,0,0,0,0,1,0
3496,0.176608144247949,0.1696832398617195,0.1630298648602907,0.53,0.0,0,0,0,0,0,0
3497,0.174850863851431,0.1679948634151156,0.1614076906010801,0.53,0.0,0,0,0,0,0,0
3498,0.1731110686870077,0.1663232865948494,0.1598016572454365,0.53,0.0,0,0,0,0,0,0
3499,0.1713885847737128,0.1646683422418459,0.1582116041886859,0.53,0.0,0,0,0,0,0,0
3500,0.1696832398617195,0.1630298648602907,0.1566373724241977,0.53,0.0,0,0,0,0,0,0
3501,0.1679948634151156,0.1614076906010801,0.1550788045274835,0.53,0.0,0,0,0,0,0,0
3502,0.1663232865948494,0.1598016572454365,0.1535357446404547,0.461,0.0,0,0,0,0,0,0
3503,0.1646683422418459,0.1582116041886859,0.1520080384558369,0.461,0.0,0,0,0,0,0,0
3504,0.1630298648602907,0.1566373724241977,0.1504955332017385,0.461,0.0,0,0,0,0,0,0
3505,0.1614076906010801,0.1550788045274835,0.1489980776263736,0.449,0.0,0,0,0,0,0,0
3506,0.1598016572454365,0.1535357446404547,0.1475155219829368,0.449,0.0,0,0,0,0,0,0
3507,0.1582116041886859,0.1520080384558369,0.1460477180146283,0.449,0.0,0,0,0,0,0,0
3508,0.1566373724241977,0.1504955332017385,0.1445945189398281,0.449,0.0,0,0,0,0,0,0
3509,0.1550788045274835,0.1489980776263736,0.1431557794374178,0.449,0.0,0,0,0,0,0,0
3510,0.1535357446404547,0.1475155219829368,0.141731355632248,0.449,0.0,0,0,1,1,0,0
3511,0.1520080384558369,0.1460477180146283,0.1403211050807514,0.449,0.0,0,0,1,1,0,0
3512,0.1504955332017385,0.1445945189398281,0.1389248867566974,0.449,0.0,0,0,1,1,0,0
3513,0.1489980776263736,0.1431557794374178,0.1375425610370903,0.449,0.0,0,0,1,1,0,0
3514,0.1475155219829368,0.141731355632248,0.1361739896882061,0.449,0.0,0,0,1,1,0,0
3515,0.1460477180146283,0.1403211050807514,0.1348190358517693,0.449,0.0,0,0,1,0,0,0
3516,0.1445945189398281,0.1389248867566974,0.1334775640312673,0.449,0.0,0,0,0,0,0,0
3517,0.1431557794374178,0.1375425610370903,0.1321494400784002,0.449,0.0,0,0,0,0,0,0
3518,0.141731355632248,0.1361739896882061,0.1308345311796658,0.449,0.0,0,0,0,0,0,0
3519,0.1403211050807514,0.1348190358517693,0.1295327058430784,0.449,0.0,0,0,0,0,0,0
3520,0.1389248867566974,0.1334775640312673,0.1282438338850197,0.449,0.0,0,0,0,0,0,0
3521,0.1375425610370903,0.1321494400784002,0.1269677864172197,0.449,0.0,0,0,0,0,0,0
3522,0.1361739896882061,0.1308345311796658,0.1257044358338682,0.449,0.0,0,0,0,0,0,0
3523,0.1348190358517693,0.1295327058430784,0.1244536557988542,0.449,0.0,0,0,0,0,0,0
3524,0.1334775640312673,0.1282438338850197,0.1232153212331318,0.449,0.0,0,0,0,0,0,0
3525,0.1321494400784002,0.1269677864172197,0.1219893083022124,0.449,0.0,0,0,0,0,0,0
3526,0.1308345311796658,0.1257044358338682,0.1207754944037814,0.449,0.0,0,0,0,0,0,0
3527,0.1295327058430784,0.1244536557988542,0.1195737581554374,0.449,0.0,0,0,0,0,0,0
3528,0.1282438338850197,0.1232153212331318,0.118383979382554,0.449,0.0,0,0,0,0,0,0
3529,0.1269677864172197,0.1219893083022124,0.1172060391062625,0.449,0.0,0,0,0,0,0,0
3530,0.1257044358338682,0.1207754944037814,0.1160398195315537,0.449,0.0,0,0,0,0,0,0
3531,0.1244536557988542,0.1195737581554374,0.1148852040354982,0.449,0.0,0,0,0,0,0,0
3532,0.1232153212331318,0.118383979382554,0.1137420771555842,0.449,0.0,0,0,1,1,0,0
3533,0.1219893083022124,0.1172060391062625,0.1126103245781712,0.449,0.0,0,0,0,0,0,0
3534,0.1207754944037814,0.1160398195315537,0.1114898331270583,0.449,0.0,1,0,0,0,0,0
3535,0.1195737581554374,0.1148852040354982,0.1103804907521665,0.449,0.0,0,0,0,0,0,0
3536,0.118383979382554,0.1137420771555842,0.1092821865183341,0.449,0.0,0,0,0,0,0,0
3537,0.1172060391062625,0.1126103245781712,0.1081948105942222,0.449,0.0,0,0,0,0,0,0
3538,0.1160398195315537,0.1114898331270583,0.1071182542413324,0.449,0.0,0,0,0,0,0,0
3539,0.1148852040354982,0.1103804907521665,0.1060524098031323,0.449,0.0,0,0,0,0,0,0
3540,0.1137420771555842,0.1092821865183341,0.1049971706942898,0.449,0.0,0,0,0,0,0,0
3541,0.1126103245781712,0.1081948105942222,0.1039524313900146,0.449,0.0,0,0,0,0,0,0
3542,0.1114898331270583,0.1071182542413324,0.1029180874155058,0.449,0.0,0,0,0,0,0,0
3543,0.1103804907521665,0.1060524098031323,0.1018940353355038,0.449,0.0,0,0,0,0,0,0
3544,0.1092821865183341,0.1049971706942898,0.1008801727439474,0.449,0.0,0,0,0,0,0,0
3545,0.1081948105942222,0.1039524313900146,0.0998763982537325,0.449,0.0,0,0,0,0,0,0
3546,0.1071182542413324,0.1029180874155058,0.0988826114865735,0.432,0.0,0,0,0,0,0,0
3547,0.1060524098031323,0.1018940353355038,0.0978987130629657,0.432,0.0,0,0,0,0,0,0
3548,0.1049971706942898,0.1008801727439474,0.0969246045922467,0.432,0.0,0,0,0,0,0,0
3549,0.1039524313900146,0.0998763982537325,0.0959601886627577,0.432,0.0,0,0,0,0,0,0
3550,0.1029180874155058,0.0988826114865735,0.0950053688321021,0.432,0.0,0,0,0,0,0,0
3551,0.1018940353355038,0.0978987130629657,0.094060049617501,0.432,0.0,0,0,0,0,0,0
3552,0.1008801727439474,0.0969246045922467,0.0931241364862454,0.432,0.0,0,0,0,0,0,0
3553,0.0998763982537325,0.0959601886627577,0.0921975358462421,0.432,0.0,0,0,0,0,0,0
3554,0.0988826114865735,0.0950053688321021,0.0912801550366549,0.432,0.0,0,0,0,0,0,0
3555,0.0978987130629657,0.094060049617501,0.0903719023186385,0.432,0.0,0,0,0,0,0,0
3556,0.0969246045922467,0.0931241364862454,0.0894726868661641,0.432,0.0,0,0,0,0,0,0
3557,0.0959601886627577,0.0921975358462421,0.0885824187569372,0.432,0.0,0,0,0,0,0,0
3558,0.0950053688321021,0.0912801550366549,0.0877010089634048,0.432,0.0,0,0,1,0,0,0
3559,0.094060049617501,0.0903719023186385,0.0868283693438532,0.432,0.0,0,0,0,0,0,0
3560,0.0931241364862454,0.0894726868661641,0.0859644126335932,0.432,0.0,0,0,0,0,0,0
3561,0.0921975358462421,0.0885824187569372,0.0851090524362339,0.444,0.0,0,0,0,0,0,0
3562,0.0912801550366549,0.0877010089634048,0.0842622032150426,0.444,0.0,0,0,0,0,0,0
3563,0.0903719023186385,0.0868283693438532,0.0834237802843915,0.444,0.0,0,0,0,0,0,0
3564,0.0894726868661641,0.0859644126335932,0.0825936998012889,0.444,0.0,0,0,0,0,0,0
3565,0.0885824187569372,0.0851090524362339,0.0817718787569948,0.444,0.0,0,0,1,0,0,0
3566,0.0877010089634048,0.0842622032150426,0.0809582349687198,0.444,0.0,0,0,1,0,0,0
3567,0.0868283693438532,0.0834237802843915,0.0801526870714072,0.444,0.0,0,0,0,0,0,0
3568,0.0859644126335932,0.0825936998012889,0.0793551545095958,0.444,0.0,0,0,0,0,0,0
3569,0.0851090524362339,0.0817718787569948,0.0785655575293648,0.444,0.0,0,0,0,0,0,0
3570,0.0842622032150426,0.0809582349687198,0.0777838171703583,0.444,0.0,0,0,0,0,0,0
3571,0.0834237802843915,0.0801526870714072,0.077009855257889,0.444,0.0,0,0,0,0,0,0
3572,0.0825936998012889,0.0793551545095958,0.0762435943951204,0.444,0.0,0,0,0,0,0,0
3573,0.0817718787569948,0.0785655575293648,0.075484957955328,0.444,0.0,0,0,0,0,0,0
3574,0.0809582349687198,0.0777838171703583,0.0747338700742354,0.444,0.0,0,0,1,0,0,0
3575,0.0801526870714072,0.077009855257889,0.0739902556424287,0.458,0.0,0,0,1,0,0,0
3576,0.0793551545095958,0.0762435943951204,0.073254040297845,0.458,0.0,0,0,0,0,0,0
3577,0.0785655575293648,0.075484957955328,0.0725251504183363,0.52,0.0,0,0,0,0,0,0
3578,0.0777838171703583,0.0747338700742354,0.0718035131143072,0.52,0.0,0,0,0,0,0,0
3579,0.077009855257889,0.0739902556424287,0.0710890562214261,0.534,0.0,0,0,0,0,0,0
3580,0.0762435943951204,0.073254040297845,0.0703817082934082,0.534,0.0,0,0,0,1,0,0
3581,0.075484957955328,0.0725251504183363,0.0696813985948712,0.534,0.0,0,0,0,1,0,0
3582,0.0747338700742354,0.0718035131143072,0.0689880570942618,0.534,0.0,0,0,0,1,0,0
3583,0.0739902556424287,0.0710890562214261,0.068301614456852,0.534,0.0,0,0,0,1,0,0
3584,0.073254040297845,0.0703817082934082,0.0676220020378061,0.534,0.0,0,0,1,1,0,0
3585,0.0725251504183363,0.0696813985948712,0.0669491518753158,0.534,0.0,0,0,0,1,0,0
3586,0.0718035131143072,0.0689880570942618,0.0662829966838042,0.534,0.0,0,0,0,1,1,0
3587,0.0710890562214261,0.068301614456852,0.065623469847197,0.534,0.0,1,0,0,1,1,0
3588,0.0703817082934082,0.0676220020378061,0.0649705054122609,0.534,0.0,1,0,0,1,1,0
3589,0.0696813985948712,0.0669491518753158,0.0643240380820083,0.534,0.0,1,0,0,1,1,0
3590,0.0689880570942618,0.0662829966838042,0.0636840032091675,0.534,0.0,1,0,0,1,1,0
3591,0.068301614456852,0.065623469847197,0.0630503367897178,0.534,0.0,1,0,0,1,1,0
3592,0.0676220020378061,0.0649705054122609,0.0624229754564892,0.534,0.0,1,0,1,1,1,0
3593,0.0669491518753158,0.0643240380820083,0.0618018564728255,0.534,0.0,1,0,1,1,1,0
3594,0.0662829966838042,0.0636840032091675,0.0611869177263108,0.534,0.0,1,0,1,1,1,0
3595,0.065623469847197,0.0630503367897178,0.060578097722558,0.534,0.0,1,0,1,1,1,0
3596,0.0649705054122609,0.0624229754564892,0.0599753355790595,0.534,0.0,1,0,1,1,1,0
3597,0.0643240380820083,0.0618018564728255,0.0593785710190984,0.534,0.0,1,0,1,1,1,0
3598,0.0636840032091675,0.0611869177263108,0.0587877443657215,0.534,0.0,1,0,1,1,1,0
3599,0.0630503367897178,0.060578097722558,0.0582027965357712,0.534,0.0,1,0,1,1,1,0
3600,0.0624229754564892,0.0599753355790595,0.0576236690339769,0.534,0.0,1,0,1,1,1,0
3601,0.0618018564728255,0.0593785710190984,0.0570503039471059,0.534,0.0,1,0,1,1,1,0
3602,0.0611869177263108,0.0587877443657215,0.0564826439381717,0.534,0.0,1,0,1,1,1,0
3603,0.060578097722558,0.0582027965357712,0.0559206322407004,0.49,0.0,1,0,1,1,1,0
3604,0.0599753355790595,0.0576236690339769,0.0553642126530538,0.49,0.0,1,0,1,1,1,0
3605,0.0593785710190984,0.0570503039471059,0.0548133295328094,0.49,0.0,1,0,1,1,1,0
3606,0.0587877443657215,0.0564826439381717,0.0542679277911964,0.49,0.0,1,0,1,1,1,0
3607,0.0582027965357712,0.0559206322407004,0.0537279528875858,0.49,0.0,1,0,1,1,1,0
3608,0.0576236690339769,0.0553642126530538,0.0531933508240375,0.49,0.0,1,0,1,1,1,0
3609,0.0570503039471059,0.0548133295328094,0.0526640681398995,0.49,0.0,1,0,1,1,1,0
3610,0.0564826439381717,0.0542679277911964,0.0521400519064623,0.49,0.0,1,0,1,1,1,0
3611,0.0559206322407004,0.0537279528875858,0.051621249721666,0.49,0.0,1,0,1,1,1,0
3612,0.0553642126530538,0.0531933508240375,0.0511076097048597,0.534,0.0,1,0,1,1,1,0
3613,0.0548133295328094,0.0526640681398995,0.0505990804916137,0.534,0.0,1,0,1,1,1,0
3614,0.0542679277911964,0.0521400519064623,0.050095611228583,0.534,0.0,1,0,1,1,1,0
3615,0.0537279528875858,0.051621249721666,0.0495971515684215,0.534,0.0,1,0,1,1,1,0
3616,0.0531933508240375,0.0511076097048597,0.049103651664748,0.534,0.0,0,0,1,1,1,0
3617,0.0526640681398995,0.0505990804916137,0.0486150621671608,0.534,0.0,0,0,1,1,0,0
3618,0.0521400519064623,0.050095611228583,0.048131334216303,0.534,0.0,0,0,1,1,0,0
3619,0.051621249721666,0.0495971515684215,0.0476524194389765,0.534,0.0,0,0,1,1,0,0
3620,0.0511076097048597,0.049103651664748,0.0471782699433043,0.534,0.0,0,0,1,1,0,0
3621,0.0505990804916137,0.0486150621671608,0.0467088383139418,0.534,0.0,0,0,1,1,1,0
3622,0.050095611228583,0.048131334216303,0.0462440776073348,0.534,0.0,1,0,1,1,1,0
3623,0.0495971515684215,0.0476524194389765,0.0457839413470255,0.534,0.0,1,0,1,1,1,0
3624,0.049103651664748,0.0471782699433043,0.0453283835190042,0.534,0.0,1,0,1,1,1,0
3625,0.0486150621671608,0.0467088383139418,0.0448773585671087,0.534,0.0,1,0,1,1,1,0
3626,0.048131334216303,0.0462440776073348,0.0444308213884677,0.534,0.0,1,0,1,1,0,0
3627,0.0476524194389765,0.0457839413470255,0.0439887273289915,0.534,0.0,1,0,1,1,0,0
3628,0.0471782699433043,0.0453283835190042,0.0435510321789055,0.534,0.0,1,0,1,1,0,0
3629,0.0467088383139418,0.0448773585671087,0.04311769216833,0.534,0.0,0,0,0,0,0,0
3630,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3631,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3632,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3633,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3634,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3635,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3637,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3638,0.0,0.411,0.0,0.0,0.0,0,0,0,0,0,0
3639,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3640,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3641,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3642,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3643,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3644,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3645,0.0,0.435,0.0,0.0,0.0,0,0,0,0,0,0
3646,0.435,0.435,0.435,0.0,0.0,0,0,0,0,0,0
3647,0.435,0.435,0.435,0.0,0.0,0,0,0,0,0,0
3648,0.435,0.435,0.435,0.0,0.0,0,0,0,0,0,0
3649,0.542,0.542,0.542,0.0,0.0,0,0,0,0,0,0
3650,0.589,0.589,0.589,0.0,0.0,0,0,0,0,0,0
3651,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3652,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3653,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3654,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3655,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3656,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3657,0.607,0.607,0.607,0.0,0.0,1,0,0,0,0,0
3658,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3659,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3660,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3661,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3662,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3663,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3664,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3665,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3666,0.607,0.607,0.607,0.0,0.0,0,0,0,0,0,0
3667,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3668,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3669,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3670,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3671,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3672,0.625,0.625,0.625,0.0,0.0,0,0,0,0,0,0
3673,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3674,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3675,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3676,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3677,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3678,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3679,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3680,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3681,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3682,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3683,0.649,0.649,0.649,0.0,0.0,0,0,0,0,0,0
3684,0.673,0.673,0.673,0.0,0.0,0,0,0,0,0,0
3685,0.673,0.673,0.673,0.0,0.0,0,0,0,0,0,0
3686,0.673,0.673,0.673,0.0,0.0,0,0,0,0,0,0
3687,0.673,0.673,0.673,0.0,0.0,0,0,0,0,0,0
3688,0.673,0.673,0.673,0.0,0.0,0,0,0,0,0,0
3689,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3690,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3691,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3692,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3693,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3694,0.708,0.708,0.673,0.0,0.0,0,0,0,0,0,0
3695,0.708,0.708,0.6663035381131902,0.0,0.0,0,0,0,0,0,0
3696,0.708,0.708,0.6596737071354464,0.0,0.0,0,0,0,0,0,0
3697,0.708,0.708,0.653109844078146,0.0,0.0,0,0,0,0,0,0
3698,0.708,0.708,0.6466112925495135,0.0,0.0,0,0,0,0,0,0
3699,0.708,0.708,0.6401774026889806,0.0,0.0,0,0,0,0,0,0
3700,0.708,0.708,0.6338075311021995,0.0,0.0,0,0,0,0,0,0
3701,0.708,0.708,0.6275010407967032,0.0,0.0,0,0,0,0,0,0
3702,0.708,0.708,0.6212573011182059,0.0,0.0,0,0,0,0,0,0
3703,0.708,0.708,0.6150756876875366,0.0,0.0,0,0,0,0,0,0
3704,0.708,0.708,0.6089555823382008,0.0,0.0,0,0,0,0,0,0
3705,0.69,0.69,0.6028963730545636,0.0,0.0,0,0,0,0,0,0
3706,0.69,0.69,0.596897453910647,0.0,0.0,0,0,0,0,0,0
3707,0.69,0.69,0.5909582250095378,0.0,0.0,0,0,0,0,0,0
3708,0.69,0.69,0.5850780924233964,0.0,0.0,0,0,0,0,0,0
3709,0.69,0.69,0.579256468134064,0.0,0.0,0,0,0,0,0,0
3710,0.69,0.69,0.5734927699742602,0.0,0.0,0,0,0,0,0,0
3711,0.69,0.69,0.5677864215693663,0.0,0.0,0,0,0,0,0,0
3712,0.69,0.69,0.562136852279786,0.0,0.0,0,0,0,0,0,0
3713,0.69,0.69,0.5565434971438828,0.0,0.0,0,0,0,0,0,0
3714,0.69,0.69,0.5510057968214818,0.0,0.0,0,0,0,0,0,0
3715,0.69,0.69,0.545523197537936,0.0,0.0,0,0,0,0,0,0
3716,0.69,0.69,0.540095151028748,0.0,0.0,0,0,0,0,0,0
3717,0.69,0.69,0.5347211144847438,0.0,0.0,0,0,0,0,0,0
3718,0.69,0.69,0.5294005504977906,0.0,0.0,0,0,0,0,0,0
3719,0.6831343852869259,0.69,0.5241329270070555,0.0,0.0,0,0,0,0,0,0
3720,0.6763370845816611,0.69,0.5189177172458002,0.0,0.0,0,0,0,0,0,0
3721,0.6696074181484706,0.69,0.5137543996887022,0.0,0.0,0,0,0,0,0,0
3722,0.6629447130151029,0.69,0.5086424579997033,0.0,0.0,0,0,0,0,0,0
3723,0.6563483029054926,0.69,0.5035813809803744,0.0,0.0,0,0,0,0,0,0
3724,0.6498175281731315,0.6831343852869259,0.4985706625187961,0.0,0.0,0,0,0,0,0,0
3725,0.6433517357351043,0.6763370845816611,0.4936098015389467,0.0,0.0,0,0,0,0,0,0
3726,0.6369502790067786,0.6696074181484706,0.488698301950594,0.0,0.0,0,0,0,0,0,0
3727,0.6306125178371474,0.6629447130151029,0.4838356725996863,0.0,0.0,0,0,0,0,0,0
3728,0.6243378184448121,0.6563483029054926,0.4790214272192363,0.0,0.0,0,0,0,0,0,0
3729,0.6181255533546044,0.6498175281731315,0.4742550843806942,0.0,0.0,0,0,0,0,0,0
3730,0.6119751013348386,0.6433517357351043,0.4695361674458039,0.0,0.0,0,0,0,0,0,0
3731,0.6058858473351872,0.6369502790067786,0.4648642045189397,0.0,0.0,0,0,0,0,0,0
3732,0.599857182425176,0.6306125178371474,0.4602387283999155,0.0,0.0,0,0,0,0,0,0
3733,0.5938885037332898,0.6243378184448121,0.4556592765372648,0.0,0.0,0,0,0,0,0,0
3734,0.5879792143866858,0.6181255533546044,0.4511253909819853,0.0,0.0,0,0,0,0,0,0
