,p2,p3,p4,p5,p6,target_Asian,target_AIAN,target_Black,target_White,target_Other,target_NHPI
27,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
28,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
29,0.768,0.768,0.768,0.0,0.0,0,0,1,1,0,0
30,0.768,0.768,0.768,0.0,0.0,0,0,1,1,0,0
31,0.768,0.768,0.768,0.0,0.0,0,0,1,1,0,0
32,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
33,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
34,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
35,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
36,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
37,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
38,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
39,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
40,0.768,0.768,0.768,0.0,0.0,0,0,0,0,0,0
41,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
42,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
43,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
44,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
45,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
46,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
47,0.667,0.667,0.667,0.0,0.0,0,0,0,0,0,0
